Index,RTT(ms),Jitter(ms),RTT_Jitter(ms)
6877,0.604604,-0.388607,-0.825695
6878,0.237312,-0.367292,0.021315
6879,0.24509,0.007778,0.37507
6880,0.255275,0.010185,0.002407
6881,0.245275,-0.01,-0.020185
6882,0.350663,0.105388,0.115388
6883,0.436088,0.085425,-0.019963
6884,0.254108,-0.18198,-0.267405
6885,4.06671,3.81261,3.99459
6886,4.09008,0.02337,-3.78924
6887,4.11893,0.028851,0.005481
6888,4.12603,0.007092,-0.021759
6889,4.07968,-0.046351,-0.053443
6890,4.13362,0.053944,0.100295
6891,4.14419,0.010574,-0.04337
6892,4.15969,0.0155,0.004926
6893,4.17595,0.016258,0.000758
6894,4.17569,-0.000258,-0.016516
6895,4.46054,0.284849,0.285107
6896,5.4485,0.987952,0.703103
6897,5.63607,0.187571,-0.800381
6898,5.66999,0.033926,-0.153645
6899,5.85656,0.186571,0.152645
6900,5.90377,0.047204,-0.139367
6901,5.88536,-0.018407,-0.065611
6902,5.86979,-0.015574,0.002833
6903,5.88358,0.013796,0.02937
6904,5.90116,0.017574,0.003778
6905,6.09865,0.197497,0.179923
6906,6.14449,0.045833,-0.151664
6907,6.14995,0.005463,-0.04037
6908,6.17495,0.025,0.019537
6909,6.19674,0.021796,-0.003204
6910,7.01949,0.822749,0.800953
6911,7.60991,0.59042,-0.232329
6912,7.84256,0.232646,-0.357774
6913,8.40429,0.561734,0.329088
6914,5.05355,-3.35074,-3.91247
6915,5.59449,0.540938,3.89168
6916,5.21988,-0.374607,-0.915545
6917,5.01176,-0.208127,0.16648
6918,1.68041,-3.33135,-3.12322
6919,1.60139,-0.079017,3.25233
6920,5.38087,3.77947,3.85849
6921,0.223146,-5.15772,-8.93719
6922,0.825305,0.602159,5.75988
6923,0.407125,-0.41818,-1.02034
6924,0.277071,-0.130054,0.288126
6925,0.404607,0.127536,0.25759
6926,0.271072,-0.133535,-0.261071
6927,0.256849,-0.014223,0.119312
6928,0.179739,-0.07711,-0.062887
6929,11.1049,10.9252,11.0023
6930,7.54823,-3.55672,-14.4819
6931,6.84994,-0.698289,2.85843
6932,6.59904,-0.250904,0.447385
6933,6.48254,-0.116499,0.134405
6934,6.63619,0.153647,0.270146
6935,6.62859,-0.007593,-0.16124
6936,6.52361,-0.104981,-0.097388
6937,6.3378,-0.185812,-0.080831
6938,6.46669,0.128887,0.314699
6939,6.50552,0.038833,-0.090054
6940,6.45893,-0.046592,-0.085425
6941,5.6501,-0.808824,-0.762232
6942,3.28793,-2.36218,-1.55335
6943,2.30992,-0.978007,1.38417
6944,0.308219,-2.0017,-1.02369
6945,0.276293,-0.031926,1.96977
6946,0.388515,0.112222,0.144148
6947,0.732714,0.344199,0.231977
6948,1.623,0.890286,0.546087
6949,0.348477,-1.27452,-2.16481
6950,1.2415,0.893027,2.16755
6951,4.98513,3.74362,2.8506
6952,0.394903,-4.59023,-8.33385
6953,0.392866,-0.002037,4.58819
6954,0.284386,-0.10848,-0.106443
6955,0.178239,-0.106147,0.002333
6956,1.82866,1.65043,1.75657
6957,0.509624,-1.31904,-2.96947
6958,0.32657,-0.183054,1.13599
6959,1.35108,1.02451,1.20756
6960,0.590178,-0.760899,-1.78541
6961,0.277682,-0.312496,0.448403
6962,0.341922,0.06424,0.376736
6963,0.2617,-0.080222,-0.144462
6964,1.12947,0.867768,0.94799
6965,0.231312,-0.898156,-1.76592
6966,13.1212,12.8899,13.7881
6967,12.4851,-0.636178,-13.5261
6968,11.9024,-0.58266,0.053518
6969,0.368589,-11.5338,-10.9512
6970,0.385829,0.01724,11.5511
6971,0.518957,0.133128,0.115888
6972,0.960748,0.441791,0.308663
6973,1.38037,0.419625,-0.022166
6974,1.65367,0.273294,-0.146331
6975,1.63085,-0.022815,-0.296109
6976,1.52369,-0.107165,-0.08435
6977,1.63281,0.109128,0.216293
6978,1.77818,0.145369,0.036241
6979,1.46226,-0.315923,-0.461292
6980,1.73024,0.267979,0.583902
6981,1.98194,0.2517,-0.016279
6982,0.648882,-1.33306,-1.58476
6983,0.679881,0.030999,1.36406
6984,0.251016,-0.428865,-0.459864
6985,0.368088,0.117072,0.545937
6986,2.50351,2.13542,2.01835
6987,2.64569,0.142183,-1.99324
6988,0.345366,-2.30033,-2.44251
6989,0.306367,-0.038999,2.26133
6990,0.23709,-0.069277,-0.030278
6991,0.295793,0.058703,0.12798
6992,0.195201,-0.100592,-0.159295
6993,0.252868,0.057667,0.158259
6994,0.409384,0.156516,0.098849
6995,0.378403,-0.030981,-0.187497
6996,0.407717,0.029314,0.060295
6997,0.269997,-0.13772,-0.167034
6998,0.208924,-0.061073,0.076647
6999,0.200628,-0.008296,0.052777
7000,0.264312,0.063684,0.07198
7001,0.184164,-0.080148,-0.143832
7002,0.300034,0.11587,0.196018
7003,0.234498,-0.065536,-0.181406
7004,0.40907,0.174572,0.240108
7005,0.207886,-0.201184,-0.375756
7006,0.278664,0.070778,0.271962
7007,1.00875,0.730084,0.659306
7008,0.260312,-0.748436,-1.47852
7009,0.214701,-0.045611,0.702825
7010,0.214016,-0.000685,0.044926
7011,0.347626,0.13361,0.134295
7012,1.04036,0.692733,0.559123
7013,1.36087,0.320515,-0.372218
7014,0.200294,-1.16058,-1.48109
7015,0.240756,0.040462,1.20104
7016,0.175813,-0.064943,-0.105405
7017,1.41841,1.2426,1.30754
7018,0.226887,-1.19152,-2.43412
7019,0.225645,-0.001242,1.19028
7020,0.229645,0.004,0.005242
7021,0.244108,0.014463,0.010463
7022,0.391884,0.147776,0.133313
7023,0.329145,-0.062739,-0.210515
7024,0.23596,-0.093185,-0.030446
7025,0.199757,-0.036203,0.056982
7026,0.235831,0.036074,0.072277
7027,0.237979,0.002148,-0.033926
7028,0.360589,0.12261,0.120462
7029,0.438273,0.077684,-0.044926
7030,0.234442,-0.203831,-0.281515
7031,0.208905,-0.025537,0.178294
7032,0.325589,0.116684,0.142221
7033,0.22959,-0.095999,-0.212683
7034,0.23083,0.00124,0.097239
7035,0.214776,-0.016054,-0.017294
7036,0.422588,0.207812,0.223866
7037,0.380755,-0.041833,-0.249645
7038,0.242219,-0.138536,-0.096703
7039,0.191757,-0.050462,0.088074
7040,0.216979,0.025222,0.075684
7041,0.195312,-0.021667,-0.046889
7042,0.250738,0.055426,0.077093
7043,0.220164,-0.030574,-0.086
7044,0.340941,0.120777,0.151351
7045,0.226497,-0.114444,-0.235221
7046,0.369866,0.143369,0.257813
7047,0.24746,-0.122406,-0.265775
7048,0.242589,-0.004871,0.117535
7049,1.22395,0.98136,0.986231
7050,0.234997,-0.988952,-1.97031
7051,0.251146,0.016149,1.0051
7052,0.223386,-0.02776,-0.043909
7053,0.193035,-0.030351,-0.002591
7054,0.233164,0.040129,0.07048
7055,0.183498,-0.049666,-0.089795
7056,0.3382,0.154702,0.204368
7057,0.656955,0.318755,0.164053
7058,0.200368,-0.456587,-0.775342
7059,0.233572,0.033204,0.489791
7060,0.386569,0.152997,0.119793
7061,0.257145,-0.129424,-0.282421
7062,0.172646,-0.084499,0.044925
7063,0.470754,0.298108,0.382607
7064,1.16484,0.694085,0.395977
7065,0.27933,-0.885509,-1.57959
7066,1.74128,1.46195,2.34746
7067,0.752751,-0.988526,-2.45047
7068,1.46048,0.707732,1.69626
7069,1.04662,-0.413865,-1.1216
7070,0.48218,-0.564438,-0.150573
7071,0.867472,0.385292,0.94973
7072,0.592623,-0.274849,-0.660141
7073,0.723195,0.130572,0.405421
7074,0.2787,-0.444495,-0.575067
7075,0.227164,-0.051536,0.392959
7076,0.232701,0.005537,0.057073
7077,1.25813,1.02543,1.0199
7078,0.51255,-0.745584,-1.77102
7079,0.49531,-0.01724,0.728344
7080,0.944027,0.448717,0.465957
7081,0.729973,-0.214054,-0.662771
7082,0.339848,-0.390125,-0.176071
7083,0.245312,-0.094536,0.295589
7084,0.297479,0.052167,0.146703
7085,0.922656,0.625177,0.57301
7086,0.532883,-0.389773,-1.01495
7087,7.48419,6.95131,7.34108
7088,5.45844,-2.02575,-8.97707
7089,5.41098,-0.047463,1.97829
7090,5.21511,-0.195869,-0.148406
7091,5.38394,0.168833,0.364702
7092,1.60943,-3.77451,-3.94335
7093,1.19175,-0.417682,3.35683
7094,0.558457,-0.633288,-0.215606
7095,1.14851,0.590049,1.22334
7096,0.262127,-0.886379,-1.47643
7097,0.320348,0.058221,0.9446
7098,3.52983,3.20948,3.15126
7099,2.61277,-0.917064,-4.12655
7100,1.1618,-1.45097,-0.533902
7101,0.529309,-0.632492,0.818474
7102,0.276645,-0.252664,0.379828
7103,0.284701,0.008056,0.26072
7104,0.296219,0.011518,0.003462
7105,0.560327,0.264108,0.25259
7106,0.464162,-0.096165,-0.360273
7107,0.596623,0.132461,0.228626
7108,0.309663,-0.28696,-0.419421
7109,0.457754,0.148091,0.435051
7110,0.698548,0.240794,0.092703
7111,0.773139,0.074591,-0.166203
7112,1.14949,0.376348,0.301757
7113,1.03732,-0.112165,-0.488513
7114,0.595827,-0.441495,-0.32933
7115,0.393385,-0.202442,0.239053
7116,0.219479,-0.173906,0.028536
7117,0.221387,0.001908,0.175814
7118,0.213146,-0.008241,-0.010149
7119,0.801843,0.588697,0.596938
7120,0.325978,-0.475865,-1.06456
7121,0.340107,0.014129,0.489994
7122,0.283793,-0.056314,-0.070443
7123,0.20898,-0.074813,-0.018499
7124,1.47713,1.26815,1.34296
7125,0.238442,-1.23869,-2.50684
7126,0.254793,0.016351,1.25504
7127,0.262775,0.007982,-0.008369
7128,0.245404,-0.017371,-0.025353
7129,0.289867,0.044463,0.061834
7130,0.235479,-0.054388,-0.098851
7131,0.282404,0.046925,0.101313
7132,0.908249,0.625845,0.57892
7133,0.245146,-0.663103,-1.28895
7134,0.3902,0.145054,0.808157
7135,0.258997,-0.131203,-0.276257
7136,0.219164,-0.039833,0.09137
7137,0.284034,0.06487,0.104703
7138,0.242201,-0.041833,-0.106703
7139,0.361441,0.11924,0.161073
7140,0.482458,0.121017,0.001777
7141,0.295959,-0.186499,-0.307516
7142,1.88885,1.59289,1.77939
7143,0.445588,-1.44326,-3.03615
7144,0.249738,-0.19585,1.24741
7145,1.40665,1.15691,1.35276
7146,0.245386,-1.16126,-2.31818
7147,0.220016,-0.02537,1.13589
7148,0.315497,0.095481,0.120851
7149,0.287978,-0.027519,-0.123
7150,0.269071,-0.018907,0.008612
7151,0.187683,-0.081388,-0.062481
7152,2.19529,2.00761,2.089
7153,0.480272,-1.71502,-3.72262
7154,0.805084,0.324812,2.03983
7155,0.561752,-0.243332,-0.568144
7156,0.873028,0.311276,0.554608
7157,0.394403,-0.478625,-0.789901
7158,0.257182,-0.137221,0.341404
7159,0.471994,0.214812,0.352033
7160,1.15232,0.680326,0.465514
7161,0.595123,-0.557197,-1.23752
7162,0.359236,-0.235887,0.32131
7163,0.224516,-0.13472,0.101167
7164,0.39994,0.175424,0.310144
7165,0.450532,0.050592,-0.124832
7166,0.238108,-0.212424,-0.263016
7167,0.226016,-0.012092,0.200332
7168,0.233294,0.007278,0.01937
7169,0.968008,0.734714,0.727436
7170,0.25246,-0.715548,-1.45026
7171,0.200849,-0.051611,0.663937
7172,0.330033,0.129184,0.180795
7173,0.266479,-0.063554,-0.192738
7174,0.238293,-0.028186,0.035368
7175,0.220924,-0.017369,0.010817
7176,0.191423,-0.029501,-0.012132
7177,0.262423,0.071,0.100501
7178,0.279571,0.017148,-0.053852
7179,0.424347,0.144776,0.127628
7180,0.476217,0.05187,-0.092906
7181,0.553994,0.077777,0.025907
7182,0.552753,-0.001241,-0.079018
7183,0.622937,0.070184,0.071425
7184,0.830102,0.207165,0.136981
7185,0.999267,0.169165,-0.038
7186,1.11688,0.117609,-0.051556
7187,1.27534,0.158461,0.040852
7188,1.34474,0.069407,-0.089054
7189,1.32645,-0.018296,-0.087703
7190,1.26299,-0.063463,-0.045167
7191,1.14651,-0.11648,-0.053017
7192,1.37215,0.225646,0.342126
7193,0.259664,-1.11249,-1.33813
7194,0.841565,0.581901,1.69439
7195,0.344866,-0.496699,-1.0786
7196,0.30157,-0.043296,0.453403
7197,0.23809,-0.06348,-0.020184
7198,2.50056,2.26247,2.32595
7199,1.8067,-0.693864,-2.95634
7200,0.616104,-1.1906,-0.496733
7201,0.850564,0.23446,1.42506
7202,2.38818,1.53761,1.30315
7203,1.66305,-0.725121,-2.26273
7204,1.76252,0.099462,0.824583
7205,0.539179,-1.22334,-1.3228
7206,1.56109,1.02191,2.24525
7207,2.05005,0.488957,-0.532958
7208,0.348904,-1.70115,-2.1901
7209,0.363219,0.014315,1.71546
7210,0.200072,-0.163147,-0.177462
7211,0.331311,0.131239,0.294386
7212,0.473383,0.142072,0.010833
7213,0.321126,-0.152257,-0.294329
7214,0.347533,0.026407,0.178664
7215,2.06562,1.71809,1.69169
7216,1.43921,-0.626419,-2.34451
7217,0.631382,-0.807824,-0.181405
7218,1.03595,0.404569,1.21239
7219,0.297349,-0.738602,-1.14317
7220,0.294496,-0.002853,0.735749
7221,0.340903,0.046407,0.04926
7222,0.287868,-0.053035,-0.099442
7223,0.246608,-0.04126,0.011775
7224,0.323033,0.076425,0.117685
7225,0.378051,0.055018,-0.021407
7226,0.231553,-0.146498,-0.201516
7227,0.513087,0.281534,0.428032
7228,0.325366,-0.187721,-0.469255
7229,0.450828,0.125462,0.313183
7230,0.243719,-0.207109,-0.332571
7231,0.544124,0.300405,0.507514
7232,0.313941,-0.230183,-0.530588
7233,0.415477,0.101536,0.331719
7234,0.460217,0.04474,-0.056796
7235,0.487902,0.027685,-0.017055
7236,0.530939,0.043037,0.015352
7237,0.617808,0.086869,0.043832
7238,0.732269,0.114461,0.027592
7239,0.74601,0.013741,-0.10072
7240,0.440162,-0.305848,-0.319589
7241,0.352756,-0.087406,0.218442
7242,0.338015,-0.014741,0.072665
7243,0.316608,-0.021407,-0.006666
7244,0.368811,0.052203,0.07361
7245,0.458661,0.08985,0.037647
7246,0.557327,0.098666,0.008816
7247,0.372681,-0.184646,-0.283312
7248,0.293126,-0.079555,0.105091
7249,0.332904,0.039778,0.119333
7250,0.310793,-0.022111,-0.061889
7251,0.383366,0.072573,0.094684
7252,0.290107,-0.093259,-0.165832
7253,0.547068,0.256961,0.35022
7254,0.307737,-0.239331,-0.496292
7255,2.84045,2.53271,2.77204
7256,0.64503,-2.19542,-4.72813
7257,0.407162,-0.237868,1.95755
7258,0.275034,-0.132128,0.10574
7259,0.275405,0.000371,0.132499
7260,0.265515,-0.00989,-0.010261
7261,0.347088,0.081573,0.091463
7262,0.347737,0.000649,-0.080924
7263,4.99409,4.64635,4.64571
7264,1.19975,-3.79435,-8.4407
7265,0.3062,-0.893546,2.9008
7266,4.58945,4.28325,5.17679
7267,1.18769,-3.40176,-7.68501
7268,0.326571,-0.861119,2.54064
7269,0.327774,0.001203,0.862322
7270,0.243386,-0.084388,-0.085591
7271,0.171665,-0.071721,0.012667
7272,0.194646,0.022981,0.094702
7273,0.289515,0.094869,0.071888
7274,0.270034,-0.019481,-0.11435
7275,0.226571,-0.043463,-0.023982
7276,0.219202,-0.007369,0.036094
7277,0.350885,0.131683,0.139052
7278,0.236423,-0.114462,-0.246145
7279,0.245349,0.008926,0.123388
7280,0.264904,0.019555,0.010629
7281,0.252664,-0.01224,-0.031795
7282,0.246127,-0.006537,0.005703
7283,0.278756,0.032629,0.039166
7284,0.252534,-0.026222,-0.058851
7285,0.254682,0.002148,0.02837
7286,0.291256,0.036574,0.034426
7287,0.267109,-0.024147,-0.060721
7288,0.405181,0.138072,0.162219
7289,0.304756,-0.100425,-0.238497
7290,0.351422,0.046666,0.147091
7291,0.245609,-0.105813,-0.152479
7292,0.269626,0.024017,0.12983
7293,0.298997,0.029371,0.005354
7294,0.314367,0.01537,-0.014001
7295,0.233387,-0.08098,-0.09635
7296,0.310515,0.077128,0.158108
7297,0.3262,0.015685,-0.061443
7298,0.235998,-0.090202,-0.105887
7299,0.316978,0.08098,0.171182
7300,0.431661,0.114683,0.033703
7301,0.309052,-0.122609,-0.237292
7302,0.353737,0.044685,0.167294
7303,0.310404,-0.043333,-0.088018
7304,0.478513,0.168109,0.211442
7305,0.362459,-0.116054,-0.284163
7306,0.372829,0.01037,0.126424
7307,0.289441,-0.083388,-0.093758
7308,3.46959,3.18015,3.26354
7309,0.497846,-2.97174,-6.15189
7310,0.462995,-0.034851,2.93689
7311,0.462217,-0.000778,0.034073
7312,0.637697,0.17548,0.176258
7313,0.260386,-0.377311,-0.552791
7314,0.301052,0.040666,0.417977
7315,0.3262,0.025148,-0.015518
7316,0.272645,-0.053555,-0.078703
7317,0.243256,-0.029389,0.024166
7318,0.26572,0.022464,0.051853
7319,0.264979,-0.000741,-0.023205
7320,0.234312,-0.030667,-0.029926
7321,0.282645,0.048333,0.079
7322,0.263127,-0.019518,-0.067851
7323,0.211109,-0.052018,-0.0325
7324,0.239849,0.02874,0.080758
7325,0.322107,0.082258,0.053518
7326,0.499643,0.177536,0.095278
7327,0.276664,-0.222979,-0.400515
7328,0.289163,0.012499,0.235478
7329,0.310293,0.02113,0.008631
7330,0.486291,0.175998,0.154868
7331,11.6025,11.1162,10.9402
7332,0.489773,-11.1127,-22.2289
7333,0.484421,-0.005352,11.1074
7334,0.376218,-0.108203,-0.102851
7335,0.331626,-0.044592,0.063611
7336,0.406643,0.075017,0.119609
7337,0.474494,0.067851,-0.007166
7338,0.261275,-0.213219,-0.28107
7339,0.324885,0.06361,0.276829
7340,0.346292,0.021407,-0.042203
7341,0.366959,0.020667,-0.00074
7342,0.387126,0.020167,-0.0005
7343,0.355941,-0.031185,-0.051352
7344,0.309792,-0.046149,-0.014964
7345,0.367404,0.057612,0.103761
7346,0.425032,0.057628,1.6e-05
7347,0.357256,-0.067776,-0.125404
7348,0.351718,-0.005538,0.062238
7349,0.283274,-0.068444,-0.062906
7350,0.266997,-0.016277,0.052167
7351,0.335793,0.068796,0.085073
7352,0.324756,-0.011037,-0.079833
7353,0.250535,-0.074221,-0.063184
7354,0.312274,0.061739,0.13596
7355,0.292904,-0.01937,-0.081109
7356,0.337848,0.044944,0.064314
7357,0.216386,-0.121462,-0.166406
7358,0.360052,0.143666,0.265128
7359,0.343107,-0.016945,-0.160611
7360,0.450439,0.107332,0.124277
7361,11.8948,11.4444,11.3371
7362,1.02625,-10.8686,-22.313
7363,4.64952,3.62327,14.4919
7364,0.480402,-4.16912,-7.79239
7365,0.789121,0.308719,4.47784
7366,0.907453,0.118332,-0.190387
7367,0.93136,0.023907,-0.094425
7368,1.89139,0.960026,0.936119
7369,0.458106,-1.43328,-2.39331
7370,0.630641,0.172535,1.60581
7371,1.67676,1.04612,0.873583
7372,0.665122,-1.01164,-2.05776
7373,0.791232,0.12611,1.13775
7374,1.14458,0.353348,0.227238
7375,0.402217,-0.742363,-1.09571
7376,0.387125,-0.015092,0.727271
7377,0.492235,0.10511,0.120202
7378,0.646863,0.154628,0.049518
7379,0.40344,-0.243423,-0.398051
7380,0.806287,0.402847,0.64627
7381,0.645789,-0.160498,-0.563345
7382,0.61616,-0.029629,0.130869
7383,0.412644,-0.203516,-0.173887
7384,0.367311,-0.045333,0.158183
7385,0.537865,0.170554,0.215887
7386,0.523161,-0.014704,-0.185258
7387,0.418236,-0.104925,-0.090221
7388,0.408588,-0.009648,0.095277
7389,0.446513,0.037925,0.047573
7390,0.467106,0.020593,-0.017332
7391,0.417458,-0.049648,-0.070241
7392,0.362996,-0.054462,-0.004814
7393,0.599678,0.236682,0.291144
7394,0.419495,-0.180183,-0.416865
7395,0.409976,-0.009519,0.170664
7396,0.461661,0.051685,0.061204
7397,0.509605,0.047944,-0.003741
7398,0.402958,-0.106647,-0.154591
7399,0.520402,0.117444,0.224091
7400,0.426181,-0.094221,-0.211665
7401,0.39694,-0.029241,0.06498
7402,0.397292,0.000352,0.029593
7403,0.521586,0.124294,0.123942
7404,0.428051,-0.093535,-0.217829
7405,0.406717,-0.021334,0.072201
7406,0.470403,0.063686,0.08502
7407,0.43868,-0.031723,-0.095409
7408,0.35894,-0.07974,-0.048017
7409,0.548791,0.189851,0.269591
7410,0.505957,-0.042834,-0.232685
7411,0.317182,-0.188775,-0.145941
7412,0.289293,-0.027889,0.160886
7413,0.325274,0.035981,0.06387
7414,0.311423,-0.013851,-0.049832
7415,0.286015,-0.025408,-0.011557
7416,0.228756,-0.057259,-0.031851
7417,0.348255,0.119499,0.176758
7418,0.231109,-0.117146,-0.236645
7419,0.243553,0.012444,0.12959
7420,0.305886,0.062333,0.049889
7421,0.54266,0.236774,0.174441
7422,0.289682,-0.252978,-0.489752
7423,0.262016,-0.027666,0.225312
7424,0.339292,0.077276,0.104942
7425,0.258163,-0.081129,-0.158405
7426,0.303126,0.044963,0.126092
7427,0.283571,-0.019555,-0.064518
7428,0.291552,0.007981,0.027536
7429,0.334922,0.04337,0.035389
7430,0.253589,-0.081333,-0.124703
7431,0.271941,0.018352,0.099685
7432,0.30783,0.035889,0.017537
7433,0.224516,-0.083314,-0.119203
7434,0.266589,0.042073,0.125387
7435,3.86364,3.59705,3.55498
7436,3.6397,-0.223943,-3.821
7437,0.659493,-2.98021,-2.75626
7438,0.291367,-0.368126,2.61208
7439,0.355441,0.064074,0.4322
7440,0.22372,-0.131721,-0.195795
7441,0.273497,0.049777,0.181498
7442,0.313275,0.039778,-0.009999
7443,0.410421,0.097146,0.057368
7444,0.198702,-0.211719,-0.308865
7445,0.366144,0.167442,0.379161
7446,0.212757,-0.153387,-0.320829
7447,0.263275,0.050518,0.203905
7448,0.207683,-0.055592,-0.10611
7449,0.17222,-0.035463,0.020129
7450,0.18598,0.01376,0.049223
7451,0.207016,0.021036,0.007276
7452,0.232701,0.025685,0.004649
7453,0.399143,0.166442,0.140757
7454,0.215813,-0.18333,-0.349772
7455,0.227738,0.011925,0.195255
7456,0.191294,-0.036444,-0.048369
7457,0.436384,0.24509,0.281534
7458,0.259941,-0.176443,-0.421533
7459,0.195276,-0.064665,0.111778
7460,0.185035,-0.010241,0.054424
7461,0.263757,0.078722,0.088963
7462,0.30246,0.038703,-0.040019
7463,0.178795,-0.123665,-0.162368
7464,0.243663,0.064868,0.188533
7465,0.296312,0.052649,-0.012219
7466,0.177794,-0.118518,-0.171167
7467,0.237775,0.059981,0.178499
7468,0.300218,0.062443,0.002462
7469,0.748603,0.448385,0.385942
7470,0.234034,-0.514569,-0.962954
7471,0.309089,0.075055,0.589624
7472,0.176517,-0.132572,-0.207627
7473,0.356292,0.179775,0.312347
7474,0.386515,0.030223,-0.149552
7475,0.297867,-0.088648,-0.118871
7476,0.277886,-0.019981,0.068667
7477,0.234867,-0.043019,-0.023038
7478,0.16922,-0.065647,-0.022628
7479,0.228424,0.059204,0.124851
7480,0.201479,-0.026945,-0.086149
7481,0.237626,0.036147,0.063092
7482,0.331793,0.094167,0.05802
7483,0.286016,-0.045777,-0.139944
7484,0.431587,0.145571,0.191348
7485,1.204,0.772418,0.626847
7486,0.330423,-0.873582,-1.646
7487,0.183479,-0.146944,0.726638
7488,0.17685,-0.006629,0.140315
7489,0.376959,0.200109,0.206738
7490,2.30516,1.9282,1.72809
7491,0.257201,-2.04796,-3.97616
7492,0.222683,-0.034518,2.01344
7493,0.73738,0.514697,0.549215
7494,0.986267,0.248887,-0.26581
7495,4.56486,3.57859,3.3297
7496,0.478513,-4.08634,-7.66493
7497,0.823268,0.344755,4.4311
7498,0.642938,-0.18033,-0.525085
7499,0.736269,0.093331,0.273661
7500,0.261886,-0.474383,-0.567714
7501,0.213516,-0.04837,0.426013
7502,4.708,4.49449,4.54286
7503,0.523661,-4.18434,-8.67883
7504,0.882434,0.358773,4.54311
7505,0.777066,-0.105368,-0.464141
7506,1.65398,0.876916,0.982284
7507,0.237868,-1.41611,-2.29303
7508,0.278164,0.040296,1.45641
7509,0.392662,0.114498,0.074202
7510,1.27876,0.886101,0.771603
7511,0.386829,-0.891934,-1.77804
7512,1.21128,0.824454,1.71639
7513,0.479458,-0.731825,-1.55628
7514,0.294923,-0.184535,0.54729
7515,0.287774,-0.007149,0.177386
7516,1.06714,0.779362,0.786511
7517,0.210702,-0.856434,-1.6358
7518,0.245627,0.034925,0.891359
7519,1.48748,1.24186,1.20693
7520,0.69477,-0.792713,-2.03457
7521,1.70615,1.01138,1.80409
7522,0.256182,-1.44997,-2.46134
7523,0.220516,-0.035666,1.4143
7524,0.198127,-0.022389,0.013277
7525,0.160109,-0.038018,-0.015629
7526,3.65379,3.49368,3.5317
7527,0.560845,-3.09295,-6.58663
7528,0.950638,0.389793,3.48274
7529,1.07484,0.124202,-0.265591
7530,2.52658,1.45174,1.32754
7531,0.26233,-2.26425,-3.71599
7532,0.519346,0.257016,2.52127
7533,0.684807,0.165461,-0.091555
7534,1.68646,1.00166,0.836195
7535,0.395051,-1.29141,-2.29307
7536,0.777121,0.38207,1.67348
7537,0.795194,0.018073,-0.363997
7538,0.369274,-0.42592,-0.443993
7539,0.463976,0.094702,0.520622
7540,0.830028,0.366052,0.27135
7541,0.726974,-0.103054,-0.469106
7542,3.18056,2.45358,2.55664
7543,1.76992,-1.41063,-3.86422
7544,1.45721,-0.312718,1.09791
7545,0.388699,-1.06851,-0.755789
7546,0.191053,-0.197646,0.870861
7547,0.442532,0.251479,0.449125
7548,0.860898,0.418366,0.166887
7549,0.215794,-0.645104,-1.06347
7550,0.318645,0.102851,0.747955
7551,0.276423,-0.042222,-0.145073
7552,0.316774,0.040351,0.082573
7553,0.179831,-0.136943,-0.177294
7554,0.163257,-0.016574,0.120369
7555,0.905175,0.741918,0.758492
7556,1.01919,0.114018,-0.6279
7557,0.246553,-0.77264,-0.886658
7558,0.227294,-0.019259,0.753381
7559,0.944675,0.717381,0.73664
7560,0.209849,-0.734826,-1.45221
7561,0.251978,0.042129,0.776955
7562,1.01606,0.764084,0.721955
7563,0.225997,-0.790065,-1.55415
7564,0.221646,-0.004351,0.785714
7565,0.189331,-0.032315,-0.027964
7566,0.497958,0.308627,0.340942
7567,0.83012,0.332162,0.023535
7568,0.217553,-0.612567,-0.944729
7569,0.419699,0.202146,0.814713
7570,0.728011,0.308312,0.106166
7571,0.219887,-0.508124,-0.816436
7572,1.51022,1.29034,1.79846
7573,0.22759,-1.28263,-2.57297
7574,0.215683,-0.011907,1.27073
7575,0.188498,-0.027185,-0.015278
7576,0.162573,-0.025925,0.00126
7577,0.21459,0.052017,0.077942
7578,3.3068,3.09221,3.04019
7579,1.05397,-2.25283,-5.34503
7580,0.692696,-0.361273,1.89155
7581,0.211535,-0.481161,-0.119888
7582,0.446162,0.234627,0.715788
7583,0.267386,-0.178776,-0.413403
7584,0.365922,0.098536,0.277312
7585,0.363477,-0.002445,-0.100981
7586,0.375237,0.01176,0.014205
7587,0.555142,0.179905,0.168145
7588,0.269294,-0.285848,-0.465753
7589,0.261534,-0.00776,0.278088
7590,0.273404,0.01187,0.01963
7591,0.260441,-0.012963,-0.024833
7592,1.02051,0.760066,0.773029
7593,5.40546,4.38495,3.62488
7594,3.69824,-1.70722,-6.09217
7595,3.43113,-0.267108,1.44011
7596,3.11324,-0.317886,-0.050778
7597,2.77738,-0.335866,-0.01798
7598,2.6399,-0.137479,0.198387
7599,1.44382,-1.19608,-1.0586
7600,0.73064,-0.713177,0.482903
7601,0.338459,-0.392181,0.320996
7602,2.51827,2.17981,2.57199
7603,0.326386,-2.19188,-4.37169
7604,0.269293,-0.057093,2.13479
7605,0.365014,0.095721,0.152814
7606,0.274515,-0.090499,-0.18622
7607,0.257756,-0.016759,0.07374
7608,0.273534,0.015778,0.032537
7609,0.475587,0.202053,0.186275
7610,0.940397,0.46481,0.262757
7611,3.89629,2.95589,2.49108
7612,3.99605,0.099758,-2.85613
7613,3.86448,-0.131572,-0.23133
7614,7.41145,3.54698,3.67855
