Index,RTT(ms),Jitter(ms),RTT_Jitter(ms)
5181,0.246201,-0.181776,-0.379163
5182,0.243664,-0.002537,0.179239
5183,0.26309,0.019426,0.021963
5184,0.267089,0.003999,-0.015427
5185,0.459902,0.192813,0.188814
5186,0.407903,-0.051999,-0.244812
5187,0.327293,-0.08061,-0.028611
5188,0.223553,-0.10374,-0.02313
5189,1.54285,1.3193,1.42304
5190,0.23509,-1.30776,-2.62706
5191,0.26272,0.02763,1.33539
5192,0.342959,0.080239,0.052609
5193,0.206275,-0.136684,-0.216923
5194,0.249756,0.043481,0.180165
5195,0.293515,0.043759,0.000278
5196,0.196183,-0.097332,-0.141091
5197,0.508643,0.31246,0.409792
5198,0.364829,-0.143814,-0.456274
5199,0.399273,0.034444,0.178258
5200,0.187905,-0.211368,-0.245812
5201,0.298219,0.110314,0.321682
5202,0.175998,-0.122221,-0.232535
5203,0.187794,0.011796,0.134017
5204,0.289441,0.101647,0.089851
5205,0.282016,-0.007425,-0.109072
5206,0.250627,-0.031389,-0.023964
5207,0.896972,0.646345,0.677734
5208,0.311108,-0.585864,-1.23221
5209,0.326941,0.015833,0.601697
5210,0.243534,-0.083407,-0.09924
5211,0.298533,0.054999,0.138406
5212,1.08043,0.7819,0.726901
5213,1.81266,0.732232,-0.049668
5214,0.266996,-1.54567,-2.2779
5215,0.243164,-0.023832,1.52184
5216,0.611326,0.368162,0.391994
5217,0.232867,-0.378459,-0.746621
5218,0.21159,-0.021277,0.357182
5219,0.318718,0.107128,0.128405
5220,0.79162,0.472902,0.365774
5221,0.225349,-0.566271,-1.03917
5222,4.61745,4.3921,4.95837
5223,2.0472,-2.57025,-6.96235
5224,0.445198,-1.602,0.968248
5225,0.268645,-0.176553,1.42545
5226,0.428273,0.159628,0.336181
5227,0.621771,0.193498,0.03387
5228,0.734103,0.112332,-0.081166
5229,1.75218,1.01808,0.905749
5230,1.72854,-0.023648,-1.04173
5231,0.388144,-1.34039,-1.31674
5232,0.245942,-0.142202,1.19819
5233,0.724992,0.47905,0.621252
5234,0.45131,-0.273682,-0.752732
5235,0.286756,-0.164554,0.109128
5236,0.251146,-0.03561,0.128944
5237,0.506809,0.255663,0.291273
5238,0.233867,-0.272942,-0.528605
5239,0.236423,0.002556,0.275498
5240,0.401754,0.165331,0.162775
5241,0.448051,0.046297,-0.119034
5242,0.408681,-0.03937,-0.085667
5243,0.340922,-0.067759,-0.028389
5244,0.445495,0.104573,0.172332
5245,0.452884,0.007389,-0.097184
5246,0.417551,-0.035333,-0.042722
5247,0.361126,-0.056425,-0.021092
5248,0.250923,-0.110203,-0.053778
5249,4.76161,4.51069,4.62089
5250,0.218923,-4.54269,-9.05338
5251,0.320329,0.101406,4.6441
5252,0.236386,-0.083943,-0.185349
5253,0.213461,-0.022925,0.061018
5254,0.182016,-0.031445,-0.00852
5255,0.402329,0.220313,0.251758
5256,0.400922,-0.001407,-0.22172
5257,0.33746,-0.063462,-0.062055
5258,0.249775,-0.087685,-0.024223
5259,0.165165,-0.08461,0.003075
5260,3.14076,2.9756,3.06021
5261,2.98128,-0.15948,-3.13508
5262,2.7536,-0.227683,-0.068203
5263,0.398996,-2.3546,-2.12692
5264,0.232553,-0.166443,2.18816
5265,0.220793,-0.01176,0.154683
5266,0.335626,0.114833,0.126593
5267,0.498068,0.162442,0.047609
5268,0.318867,-0.179201,-0.341643
5269,0.313959,-0.004908,0.174293
5270,0.24172,-0.072239,-0.067331
5271,0.228849,-0.012871,0.059368
5272,0.19796,-0.030889,-0.018018
5273,0.352459,0.154499,0.185388
5274,0.334515,-0.017944,-0.172443
5275,0.221738,-0.112777,-0.094833
5276,0.233257,0.011519,0.124296
5277,0.422921,0.189664,0.178145
5278,0.248386,-0.174535,-0.364199
5279,0.560642,0.312256,0.486791
5280,0.32446,-0.236182,-0.548438
5281,0.393014,0.068554,0.304736
5282,0.485087,0.092073,0.023519
5283,0.458568,-0.026519,-0.118592
5284,0.368107,-0.090461,-0.063942
5285,0.248034,-0.120073,-0.029612
5286,0.311293,0.063259,0.183332
5287,0.288756,-0.022537,-0.085796
5288,0.260645,-0.028111,-0.005574
5289,26.9801,26.7195,26.7476
5290,7.15809,-19.822,-46.5415
5291,7.40631,0.24822,20.0702
5292,7.97591,0.569604,0.321384
5293,0.655049,-7.32086,-7.89046
5294,0.937341,0.282292,7.60315
5295,7.84356,6.90622,6.62393
5296,8.116,0.272441,-6.63378
5297,8.69112,0.575124,0.302683
5298,9.07649,0.385365,-0.189759
5299,3.32409,-5.7524,-6.13776
5300,3.39522,0.071128,5.82353
5301,3.29096,-0.104258,-0.175386
5302,2.84262,-0.448346,-0.344088
5303,2.35946,-0.483162,-0.034816
5304,2.12433,-0.235127,0.248035
5305,1.34872,-0.775603,-0.540476
5306,0.768158,-0.580567,0.195036
5307,0.433087,-0.335071,0.245496
5308,0.228702,-0.204385,0.130686
5309,0.552198,0.323496,0.527881
5310,0.52442,-0.027778,-0.351274
5311,0.833306,0.308886,0.336664
5312,0.320385,-0.512921,-0.821807
5313,0.450551,0.130166,0.643087
5314,0.474828,0.024277,-0.105889
5315,0.507735,0.032907,0.00863
5316,0.467958,-0.039777,-0.072684
5317,2.21509,1.74713,1.7869
5318,0.990378,-1.22471,-2.97184
5319,0.829287,-0.161091,1.06362
5320,1.29578,0.466495,0.627586
5321,0.765399,-0.530383,-0.996878
5322,2.26444,1.49904,2.02942
5323,2.05724,-0.207201,-1.70624
5324,4.0199,1.96266,2.16986
5325,4.43456,0.414662,-1.548
5326,1.51341,-2.92115,-3.33582
5327,1.55406,0.040648,2.9618
5328,1.68141,0.127351,0.086703
5329,1.02938,-0.65203,-0.779381
5330,1.66735,0.637975,1.29001
5331,0.538679,-1.12867,-1.76665
5332,6.26932,5.73064,6.85931
5333,0.29357,-5.97575,-11.7064
5334,0.272145,-0.021425,5.95432
5335,1.22128,0.949137,0.970562
5336,0.402866,-0.818416,-1.76755
5337,0.224757,-0.178109,0.640307
5338,0.543828,0.319071,0.49718
5339,0.350866,-0.192962,-0.512033
5340,0.241534,-0.109332,0.08363
5341,0.373088,0.131554,0.240886
5342,0.388533,0.015445,-0.116109
5343,0.363256,-0.025277,-0.040722
5344,0.46718,0.103924,0.129201
5345,0.446791,-0.020389,-0.124313
5346,0.459365,0.012574,0.032963
5347,0.371477,-0.087888,-0.100462
5348,0.586031,0.214554,0.302442
5349,0.240386,-0.345645,-0.560199
5350,0.225646,-0.01474,0.330905
5351,0.203812,-0.021834,-0.007094
5352,0.184424,-0.019388,0.002446
5353,0.245201,0.060777,0.080165
5354,0.396847,0.151646,0.090869
5355,0.261034,-0.135813,-0.287459
5356,0.419014,0.15798,0.293793
5357,0.338756,-0.080258,-0.238238
5358,0.412329,0.073573,0.153831
5359,0.368367,-0.043962,-0.117535
5360,0.741288,0.372921,0.416883
5361,0.50155,-0.239738,-0.612659
5362,0.324274,-0.177276,0.062462
5363,0.439644,0.11537,0.292646
5364,0.770751,0.331107,0.215737
5365,1.18341,0.412662,0.081555
5366,0.839546,-0.343867,-0.756529
5367,1.06723,0.227683,0.57155
5368,0.784455,-0.282774,-0.510457
5369,0.340774,-0.443681,-0.160907
5370,0.610345,0.269571,0.713252
5371,0.51642,-0.093925,-0.363496
5372,0.493272,-0.023148,0.070777
5373,0.485698,-0.007574,0.015574
5374,0.727659,0.241961,0.249535
5375,0.298905,-0.428754,-0.670715
5376,0.536531,0.237626,0.66638
5377,0.425587,-0.110944,-0.34857
5378,0.464032,0.038445,0.149389
5379,0.473995,0.009963,-0.028482
5380,0.406144,-0.067851,-0.077814
5381,0.425181,0.019037,0.086888
5382,0.470809,0.045628,0.026591
5383,0.444569,-0.02624,-0.071868
5384,0.50042,0.055851,0.082091
5385,0.264757,-0.235663,-0.291514
5386,0.372218,0.107461,0.343124
5387,0.220812,-0.151406,-0.258867
5388,0.173572,-0.04724,0.104166
5389,0.266663,0.093091,0.140331
5390,0.180368,-0.086295,-0.179386
5391,0.259867,0.079499,0.165794
5392,0.17085,-0.089017,-0.168516
5393,0.231349,0.060499,0.149516
5394,0.171535,-0.059814,-0.120313
5395,0.247886,0.076351,0.136165
5396,0.226997,-0.020889,-0.09724
5397,0.214405,-0.012592,0.008297
5398,0.247034,0.032629,0.045221
5399,0.383162,0.136128,0.103499
5400,0.444754,0.061592,-0.074536
5401,0.402366,-0.042388,-0.10398
5402,0.231812,-0.170554,-0.128166
5403,0.17585,-0.055962,0.114592
5404,0.203294,0.027444,0.083406
5405,0.168368,-0.034926,-0.06237
5406,0.727048,0.55868,0.593606
5407,0.77201,0.044962,-0.513718
5408,0.950082,0.178072,0.13311
5409,1.05525,0.105165,-0.072907
5410,0.388384,-0.666863,-0.772028
5411,0.263757,-0.124627,0.542236
5412,0.245663,-0.018094,0.106533
5413,0.501624,0.255961,0.274055
5414,0.365904,-0.13572,-0.391681
5415,0.268108,-0.097796,0.037924
5416,0.221812,-0.046296,0.0515
5417,0.314089,0.092277,0.138573
5418,0.391922,0.077833,-0.014444
5419,0.413939,0.022017,-0.055816
5420,0.344755,-0.069184,-0.091201
5421,0.342126,-0.002629,0.066555
5422,0.419421,0.077295,0.079924
5423,0.219998,-0.199423,-0.276718
5424,0.246312,0.026314,0.225737
5425,0.358977,0.112665,0.086351
5426,0.356792,-0.002185,-0.11485
5427,0.384403,0.027611,0.029796
5428,0.384773,0.00037,-0.027241
5429,0.370625,-0.014148,-0.014518
5430,0.216109,-0.154516,-0.140368
5431,0.194942,-0.021167,0.133349
5432,0.189498,-0.005444,0.015723
5433,0.237238,0.04774,0.053184
5434,0.242998,0.00576,-0.04198
5435,0.199276,-0.043722,-0.049482
5436,0.272848,0.073572,0.117294
5437,0.436088,0.16324,0.089668
5438,0.222331,-0.213757,-0.376997
5439,0.207757,-0.014574,0.199183
5440,0.457309,0.249552,0.264126
5441,0.307904,-0.149405,-0.398957
5442,0.241145,-0.066759,0.082646
5443,0.311108,0.069963,0.136722
5444,0.413736,0.102628,0.032665
5445,0.192387,-0.221349,-0.323977
5446,0.16785,-0.024537,0.196812
5447,0.771751,0.603901,0.628438
5448,1.04119,0.26944,-0.334461
5449,1.12415,0.082963,-0.186477
5450,0.252942,-0.871212,-0.954175
5451,0.366126,0.113184,0.984396
5452,0.412607,0.046481,-0.066703
5453,0.253812,-0.158795,-0.205276
5454,0.200794,-0.053018,0.105777
5455,0.376625,0.175831,0.228849
5456,0.443588,0.066963,-0.108868
5457,0.497087,0.053499,-0.013464
5458,0.36031,-0.136777,-0.190276
5459,0.300164,-0.060146,0.076631
5460,0.292589,-0.007575,0.052571
5461,0.266163,-0.026426,-0.018851
5462,0.212313,-0.05385,-0.027424
5463,0.370292,0.157979,0.211829
5464,1.87104,1.50074,1.34276
5465,0.289071,-1.58196,-3.08271
5466,0.413051,0.12398,1.70594
5467,0.361718,-0.051333,-0.175313
5468,0.348255,-0.013463,0.03787
5469,0.210553,-0.137702,-0.124239
5470,0.272108,0.061555,0.199257
5471,0.224812,-0.047296,-0.108851
5472,0.790066,0.565254,0.61255
5473,0.215146,-0.57492,-1.14017
5474,0.251645,0.036499,0.611419
5475,0.226442,-0.025203,-0.061702
5476,0.250738,0.024296,0.049499
5477,0.263108,0.01237,-0.011926
5478,0.221091,-0.042017,-0.054387
5479,0.328422,0.107331,0.149348
5480,0.268756,-0.059666,-0.166997
5481,0.213182,-0.055574,0.004092
5482,0.357904,0.144722,0.200296
5483,0.382237,0.024333,-0.120389
5484,2.08474,1.7025,1.67817
5485,0.276127,-1.80861,-3.51111
5486,0.204794,-0.071333,1.73728
5487,0.384107,0.179313,0.250646
5488,0.250257,-0.13385,-0.313163
5489,0.271682,0.021425,0.155275
5490,0.18548,-0.086202,-0.107627
5491,0.197979,0.012499,0.098701
5492,0.356959,0.15898,0.146481
5493,0.393792,0.036833,-0.122147
5494,0.383884,-0.009908,-0.046741
5495,1.95085,1.56697,1.57687
5496,0.298422,-1.65243,-3.21939
5497,0.365366,0.066944,1.71937
5498,0.409662,0.044296,-0.022648
5499,0.393125,-0.016537,-0.060833
5500,0.407051,0.013926,0.030463
5501,0.249645,-0.157406,-0.171332
5502,3.90134,3.6517,3.8091
5503,3.15141,-0.749935,-4.40163
5504,0.637326,-2.51408,-1.76415
5505,0.274201,-0.363125,2.15096
5506,0.372458,0.098257,0.461382
5507,0.420328,0.04787,-0.050387
5508,0.42918,0.008852,-0.039018
5509,0.238479,-0.190701,-0.199553
5510,0.175331,-0.063148,0.127553
5511,0.874971,0.69964,0.762788
5512,0.341996,-0.532975,-1.23262
5513,0.242868,-0.099128,0.433847
5514,0.360514,0.117646,0.216774
5515,0.453181,0.092667,-0.024979
5516,0.519809,0.066628,-0.026039
5517,0.368441,-0.151368,-0.217996
5518,0.249367,-0.119074,0.032294
5519,0.342329,0.092962,0.212036
5520,0.242683,-0.099646,-0.192608
5521,0.173628,-0.069055,0.030591
5522,0.348755,0.175127,0.244182
5523,0.198554,-0.150201,-0.325328
5524,0.358182,0.159628,0.309829
5525,0.574512,0.21633,0.056702
5526,0.354478,-0.220034,-0.436364
5527,0.485161,0.130683,0.350717
5528,0.271478,-0.213683,-0.344366
5529,0.230035,-0.041443,0.17224
5530,0.231887,0.001852,0.043295
5531,0.847027,0.61514,0.613288
5532,0.889657,0.04263,-0.57251
5533,0.881527,-0.00813,-0.05076
5534,1.07273,0.191201,0.199331
5535,1.15391,0.081185,-0.110016
5536,1.15228,-0.00163,-0.082815
5537,0.301997,-0.850286,-0.848656
5538,0.253294,-0.048703,0.801583
5539,0.295533,0.042239,0.090942
5540,0.440773,0.14524,0.103001
5541,0.473921,0.033148,-0.112092
5542,0.307108,-0.166813,-0.199961
5543,0.570586,0.263478,0.430291
5544,0.558309,-0.012277,-0.275755
5545,3.01593,2.45762,2.4699
5546,0.418625,-2.5973,-5.05492
5547,0.383273,-0.035352,2.56195
5548,0.356441,-0.026832,0.00852
5549,0.443625,0.087184,0.114016
5550,0.188091,-0.255534,-0.342718
5551,0.296923,0.108832,0.364366
5552,0.203572,-0.093351,-0.202183
5553,0.261145,0.057573,0.150924
5554,0.239738,-0.021407,-0.07898
5555,0.54092,0.301182,0.322589
5556,0.642289,0.101369,-0.199813
5557,0.560346,-0.081943,-0.183312
5558,0.662381,0.102035,0.183978
5559,0.714196,0.051815,-0.05022
5560,0.786991,0.072795,0.02098
5561,1.06995,0.28296,0.210165
5562,1.16699,0.097036,-0.185924
5563,0.452754,-0.714233,-0.811269
5564,0.242886,-0.209868,0.504365
5565,0.3052,0.062314,0.272182
5566,0.222424,-0.082776,-0.14509
5567,0.194331,-0.028093,0.054683
5568,8.0143,7.81997,7.84806
5569,6.11486,-1.89944,-9.71941
5570,5.95447,-0.160388,1.73905
5571,4.87733,-1.07714,-0.916748
5572,0.368996,-4.50834,-3.4312
5573,1.03899,0.669993,5.17833
5574,1.08073,0.04174,-0.628253
5575,0.550679,-0.53005,-0.57179
5576,0.380496,-0.170183,0.359867
5577,0.485198,0.104702,0.274885
5578,1.84274,1.35754,1.25284
5579,1.93457,0.091833,-1.26571
5580,1.03504,-0.899527,-0.99136
5581,0.885582,-0.149462,0.750065
5582,0.557179,-0.328403,-0.178941
5583,0.37094,-0.186239,0.142164
5584,0.251812,-0.119128,0.067111
5585,0.236572,-0.01524,0.103888
5586,0.196498,-0.040074,-0.024834
5587,0.471365,0.274867,0.314941
5588,0.225164,-0.246201,-0.521068
5589,0.204183,-0.020981,0.22522
5590,0.394458,0.190275,0.211256
5591,0.244257,-0.150201,-0.340476
5592,0.41907,0.174813,0.325014
5593,0.426828,0.007758,-0.167055
5594,0.449902,0.023074,0.015316
5595,0.382052,-0.06785,-0.090924
5596,0.24083,-0.141222,-0.073372
5597,0.167054,-0.073776,0.067446
5598,0.271663,0.104609,0.178385
5599,0.246479,-0.025184,-0.129793
5600,0.321738,0.075259,0.100443
5601,0.323644,0.001906,-0.073353
5602,6.25782,5.93417,5.93227
5603,0.43718,-5.82064,-11.7548
5604,0.526531,0.089351,5.90999
5605,0.503383,-0.023148,-0.112499
5606,0.243183,-0.2602,-0.237052
5607,0.442606,0.199423,0.459623
5608,0.493254,0.050648,-0.148775
5609,0.788546,0.295292,0.244644
5610,0.698881,-0.089665,-0.384957
5611,0.42218,-0.276701,-0.187036
5612,0.257108,-0.165072,0.111629
5613,0.434902,0.177794,0.342866
5614,0.372107,-0.062795,-0.240589
5615,0.828954,0.456847,0.519642
5616,0.881212,0.052258,-0.404589
5617,0.23335,-0.647862,-0.70012
5618,1.46989,1.23654,1.8844
5619,0.206794,-1.2631,-2.49964
5620,0.425662,0.218868,1.48197
5621,0.429088,0.003426,-0.215442
5622,0.291386,-0.137702,-0.141128
5623,0.323959,0.032573,0.170275
5624,0.317867,-0.006092,-0.038665
5625,0.265479,-0.052388,-0.046296
5626,0.328237,0.062758,0.115146
5627,0.344922,0.016685,-0.046073
5628,0.388515,0.043593,0.026908
5629,2.51866,2.13014,2.08655
5630,2.49567,-0.022982,-2.15312
5631,1.36973,-1.12595,-1.10297
5632,0.254923,-1.1148,0.011148
5633,0.222942,-0.031981,1.08282
5634,0.216349,-0.006593,0.025388
5635,0.401792,0.185443,0.192036
5636,0.238849,-0.162943,-0.348386
5637,0.231813,-0.007036,0.155907
5638,0.855139,0.623326,0.630362
5639,0.191998,-0.663141,-1.28647
5640,0.226016,0.034018,0.697159
5641,0.395422,0.169406,0.135388
5642,0.235867,-0.159555,-0.328961
5643,0.302515,0.066648,0.226203
5644,0.310034,0.007519,-0.059129
5645,0.248349,-0.061685,-0.069204
5646,0.541494,0.293145,0.35483
5647,0.554308,0.012814,-0.280331
5648,0.218498,-0.33581,-0.348624
5649,0.354903,0.136405,0.472215
5650,0.439699,0.084796,-0.051609
5651,0.292126,-0.147573,-0.232369
5652,0.216534,-0.075592,0.071981
5653,0.232998,0.016464,0.092056
5654,0.26622,0.033222,0.016758
5655,0.216572,-0.049648,-0.08287
5656,0.78412,0.567548,0.617196
5657,0.797083,0.012963,-0.554585
5658,0.828065,0.030982,0.018019
5659,1.02662,0.198553,0.167571
5660,0.998544,-0.028074,-0.226627
5661,0.933212,-0.065332,-0.037258
5662,0.974267,0.041055,0.106387
5663,1.14054,0.166276,0.125221
5664,0.87362,-0.266923,-0.433199
5665,0.379978,-0.493642,-0.226719
5666,0.253941,-0.126037,0.367605
5667,0.206405,-0.047536,0.078501
5668,0.438051,0.231646,0.279182
5669,0.486976,0.048925,-0.182721
5670,0.244794,-0.242182,-0.291107
5671,0.228682,-0.016112,0.22607
5672,0.20496,-0.023722,-0.00761
5673,0.382143,0.177183,0.200905
5674,0.402532,0.020389,-0.156794
5675,0.376089,-0.026443,-0.046832
5676,0.379607,0.003518,0.029961
5677,1.47291,1.0933,1.08978
5678,1.63218,0.159276,-0.934026
5679,1.59091,-0.041277,-0.200553
5680,1.57752,-0.013389,0.027888
5681,1.31532,-0.262201,-0.248812
5682,0.252868,-1.06245,-0.800249
5683,0.234979,-0.017889,1.04456
5684,0.193961,-0.041018,-0.023129
5685,3.8351,3.64114,3.68216
5686,0.42157,-3.41353,-7.05468
5687,0.249312,-0.172258,3.24128
5688,0.448143,0.198831,0.371089
5689,0.496142,0.047999,-0.150832
5690,0.354033,-0.142109,-0.190108
5691,0.572863,0.21883,0.360939
5692,0.235627,-0.337236,-0.556066
5693,0.527383,0.291756,0.628992
5694,0.248793,-0.27859,-0.570346
5695,0.229479,-0.019314,0.259276
5696,0.407717,0.178238,0.197552
5697,0.241404,-0.166313,-0.344551
5698,0.452384,0.21098,0.377293
5699,0.257275,-0.195109,-0.406089
5700,0.261126,0.003851,0.19896
5701,0.217572,-0.043554,-0.047405
5702,0.328533,0.110961,0.154515
5703,0.242257,-0.086276,-0.197237
5704,0.203813,-0.038444,0.047832
5705,0.387384,0.183571,0.222015
5706,0.246794,-0.14059,-0.324161
5707,0.255201,0.008407,0.148997
5708,0.280997,0.025796,0.017389
5709,0.221331,-0.059666,-0.085462
5710,0.20896,-0.012371,0.047295
5711,0.244775,0.035815,0.048186
5712,0.49979,0.255015,0.2192
5713,0.406885,-0.092905,-0.34792
5714,0.223368,-0.183517,-0.090612
5715,0.202498,-0.02087,0.162647
5716,0.416755,0.214257,0.235127
5717,0.291886,-0.124869,-0.339126
5718,0.446717,0.154831,0.2797
5719,0.398255,-0.048462,-0.203293
5720,0.3437,-0.054555,-0.006093
5721,0.421532,0.077832,0.132387
5722,0.263071,-0.158461,-0.236293
5723,0.37207,0.108999,0.26746
5724,0.391644,0.019574,-0.089425
5725,1.12708,0.735436,0.715862
5726,0.218831,-0.908249,-1.64369
5727,0.247645,0.028814,0.937063
5728,0.436977,0.189332,0.160518
5729,0.448977,0.012,-0.177332
5730,0.392737,-0.05624,-0.06824
5731,0.377311,-0.015426,0.040814
5732,0.508328,0.131017,0.146443
5733,0.505254,-0.003074,-0.134091
5734,0.25496,-0.250294,-0.24722
5735,0.246442,-0.008518,0.241776
5736,0.439532,0.19309,0.201608
5737,0.461643,0.022111,-0.170979
5738,0.382014,-0.079629,-0.10174
5739,0.240979,-0.141035,-0.061406
5740,0.553198,0.312219,0.453254
5741,0.40457,-0.148628,-0.460847
5742,0.216016,-0.188554,-0.039926
5743,0.395791,0.179775,0.368329
5744,0.261182,-0.134609,-0.314384
5745,0.239904,-0.021278,0.113331
5746,0.405477,0.165573,0.186851
5747,0.431681,0.026204,-0.139369
5748,0.248182,-0.183499,-0.209703
5749,0.174979,-0.073203,0.110296
5750,0.386588,0.211609,0.284812
5751,0.475717,0.089129,-0.12248
5752,0.394939,-0.080778,-0.169907
5753,0.699121,0.304182,0.38496
5754,0.308607,-0.390514,-0.694696
5755,0.453272,0.144665,0.535179
5756,0.27633,-0.176942,-0.321607
5757,0.409533,0.133203,0.310145
5758,0.252997,-0.156536,-0.289739
5759,0.202387,-0.05061,0.105926
5760,0.250719,0.048332,0.098942
5761,0.481642,0.230923,0.182591
5762,0.419033,-0.062609,-0.293532
5763,0.219997,-0.199036,-0.136427
5764,0.241164,0.021167,0.220203
5765,0.529457,0.288293,0.267126
5766,0.409329,-0.120128,-0.408421
5767,0.251071,-0.158258,-0.03813
5768,0.376552,0.125481,0.283739
5769,0.410477,0.033925,-0.091556
5770,0.322589,-0.087888,-0.121813
5771,0.600808,0.278219,0.366107
5772,0.312034,-0.288774,-0.566993
5773,0.405773,0.093739,0.382513
5774,0.435255,0.029482,-0.064257
5775,0.442532,0.007277,-0.022205
5776,0.392662,-0.04987,-0.057147
5777,0.524198,0.131536,0.181406
5778,0.648937,0.124739,-0.006797
5779,1.94503,1.2961,1.17136
5780,0.263053,-1.68198,-2.97808
5781,0.417902,0.154849,1.83683
5782,0.837194,0.419292,0.264443
5783,1.11423,0.277034,-0.142258
5784,1.08865,-0.025573,-0.302607
5785,0.565642,-0.523013,-0.49744
5786,0.249367,-0.316275,0.206738
5787,0.242016,-0.007351,0.308924
5788,0.468273,0.226257,0.233608
5789,0.484976,0.016703,-0.209554
5790,0.462309,-0.022667,-0.03937
5791,0.278757,-0.183552,-0.160885
5792,0.441013,0.162256,0.345808
5793,0.479643,0.03863,-0.123626
5794,0.385144,-0.094499,-0.133129
5795,0.731788,0.346644,0.441143
5796,0.24296,-0.488828,-0.835472
5797,0.191961,-0.050999,0.437829
5798,0.23759,0.045629,0.096628
5799,0.252256,0.014666,-0.030963
5800,0.419496,0.16724,0.152574
5801,0.450069,0.030573,-0.136667
5802,2.15501,1.70494,1.67437
5803,2.06198,-0.093036,-1.79798
5804,1.97279,-0.089184,0.003852
5805,2.15212,0.179331,0.268515
5806,2.1704,0.018277,-0.161054
5807,2.14316,-0.02724,-0.045517
5808,0.962878,-1.18028,-1.15304
5809,1.0294,0.066518,1.2468
5810,1.17078,0.141387,0.074869
5811,0.980396,-0.190387,-0.331774
5812,1.8347,0.854306,1.04469
5813,1.36161,-0.473088,-1.32739
5814,0.420439,-0.941175,-0.468087
5815,1.02329,0.602846,1.54402
5816,0.456161,-0.567124,-1.16997
5817,0.433551,-0.02261,0.544514
5818,0.436865,0.003314,0.025924
5819,0.392384,-0.044481,-0.047795
5820,0.373032,-0.019352,0.025129
5821,0.268571,-0.104461,-0.085109
5822,0.427921,0.15935,0.263811
5823,0.305959,-0.121962,-0.281312
5824,3.36531,3.05936,3.18132
5825,2.34779,-1.01753,-4.07688
5826,4.06332,1.71554,2.73306
5827,3.75231,-0.311015,-2.02655
5828,3.38024,-0.372069,-0.061054
5829,1.92744,-1.4528,-1.08073
5830,4.61821,2.69077,4.14357
5831,6.10989,1.49169,-1.19908
5832,6.19313,0.08324,-1.40845
5833,4.60028,-1.59285,-1.67609
5834,4.0236,-0.576678,1.01617
5835,2.66038,-1.36322,-0.786547
5836,2.0867,-0.573679,0.789546
5837,0.752196,-1.3345,-0.760824
5838,0.86062,0.108424,1.44293
5839,0.50555,-0.35507,-0.463494
5840,0.243978,-0.261572,0.093498
5841,0.432698,0.18872,0.450292
5842,0.424921,-0.007777,-0.196497
5843,0.261405,-0.163516,-0.155739
5844,0.195869,-0.065536,0.09798
5845,0.398885,0.203016,0.268552
5846,0.241682,-0.157203,-0.360219
5847,0.261979,0.020297,0.1775
5848,0.235905,-0.026074,-0.046371
5849,0.457439,0.221534,0.247608
5850,0.264367,-0.193072,-0.414606
5851,0.374181,0.109814,0.302886
5852,0.275089,-0.099092,-0.208906
5853,0.216442,-0.058647,0.040445
5854,0.409421,0.192979,0.251626
5855,0.216553,-0.192868,-0.385847
5856,0.237219,0.020666,0.213534
5857,0.234905,-0.002314,-0.02298
5858,0.18635,-0.048555,-0.046241
5859,0.486754,0.300404,0.348959
5860,0.384717,-0.102037,-0.402441
5861,5.90147,5.51675,5.61879
5862,0.189831,-5.71164,-11.2284
5863,0.25033,0.060499,5.77214
5864,0.234887,-0.015443,-0.075942
5865,0.22309,-0.011797,0.003646
5866,0.214498,-0.008592,0.003205
5867,0.23059,0.016092,0.024684
5868,0.241386,0.010796,-0.005296
5869,0.510476,0.26909,0.258294
5870,3.30996,2.79949,2.5304
5871,3.13302,-0.176943,-2.97643
5872,0.955249,-2.17777,-2.00083
5873,1.01258,0.057332,2.2351
5874,0.97986,-0.032721,-0.090053
5875,1.14475,0.164886,0.197607
5876,1.08278,-0.061962,-0.226848
5877,0.450309,-0.632475,-0.570513
5878,14.3583,13.908,14.5405
5879,14.293,-0.065351,-13.9734
5880,1.06747,-13.2255,-13.1602
5881,0.953526,-0.113943,13.1116
5882,8.18109,7.22757,7.34151
5883,0.582845,-7.59825,-14.8258
5884,1.39056,0.807713,8.40596
5885,1.58969,0.199127,-0.608586
5886,0.905563,-0.684122,-0.883249
5887,0.426865,-0.478698,0.205424
5888,0.536402,0.109537,0.588235
5889,0.73338,0.196978,0.087441
5890,0.871712,0.138332,-0.058646
5891,0.584512,-0.2872,-0.425532
5892,0.687455,0.102943,0.390143
5893,0.585827,-0.101628,-0.204571
5894,6.87148,6.28565,6.38728
5895,0.259238,-6.61224,-12.8979
5896,0.262331,0.003093,6.61533
5897,0.451291,0.18896,0.185867
5898,0.394736,-0.056555,-0.245515
5899,0.428847,0.034111,0.090666
5900,0.26946,-0.159387,-0.193498
5901,0.331922,0.062462,0.221849
5902,0.214831,-0.117091,-0.179553
5903,0.247812,0.032981,0.150072
5904,0.245757,-0.002055,-0.035036
5905,0.18748,-0.058277,-0.056222
5906,0.518568,0.331088,0.389365
5907,0.424162,-0.094406,-0.425494
5908,0.212793,-0.211369,-0.116963
5909,0.205313,-0.00748,0.203889
5910,0.195461,-0.009852,-0.002372
5911,0.529623,0.334162,0.344014
5912,0.238645,-0.290978,-0.62514
5913,0.515661,0.277016,0.567994
5914,0.225812,-0.289849,-0.566865
5915,0.254942,0.02913,0.318979
