Iteration,Elapsed Time (ms)
264,1.13095
265,1.01557
266,0.782746
267,1.13928
268,0.953236
269,0.940262
270,0.959861
271,1.12804
272,1.01329
273,0.763818
274,1.03785
275,1.10998
276,0.778615
277,0.967223
278,1.0659
279,0.997902
280,0.978465
281,0.993633
282,0.993623
283,1.0186
284,1.02523
285,0.969768
286,1.04671
287,0.951773
288,0.973099
289,1.02536
290,0.95472
291,1.00622
292,0.904433
293,0.956402
294,0.938879
295,0.925943
296,0.976138
297,1.0092
298,0.973728
299,1.09227
300,0.806497
301,0.987126
302,1.17426
303,0.974723
304,0.976738
305,0.996942
306,0.992947
307,0.969072
308,0.991607
309,0.96532
310,0.77141
311,1.04689
312,1.04742
313,0.922931
314,1.00342
315,1.05259
316,0.974232
317,1.11586
318,0.711346
319,1.21024
320,0.793291
321,1.05559
322,1.00158
323,0.87828
324,1.05874
325,0.950223
326,0.953986
327,0.998001
328,0.948939
329,0.997271
330,0.996969
331,1.00887
332,0.873915
333,0.993903
334,1.03995
335,0.981725
336,0.970049
337,0.95019
338,0.995282
339,1.27329
340,0.843164
341,0.786714
342,0.926535
343,1.17185
344,0.962905
345,1.05139
346,0.970627
347,0.968322
348,0.894167
349,0.870577
350,1.11492
351,0.926914
352,1.01981
353,0.993256
354,1.16409
355,0.988769
356,0.842455
357,1.01193
358,0.976105
359,0.814952
360,1.14983
361,0.979654
362,0.885187
363,1.13127
364,0.995717
365,0.912228
366,0.999364
367,0.913711
368,1.12957
369,0.908451
370,0.885836
371,1.06862
372,0.974928
373,1.13597
374,0.765572
375,1.3652
376,0.52626
377,1.23116
378,0.764214
379,0.937346
380,1.08857
381,1.09691
382,0.929802
383,0.931542
384,1.10779
385,0.878741
386,0.89185
387,1.15292
388,0.936674
389,1.07107
390,0.791724
391,1.117
392,1.01176
393,1.03251
394,0.776459
395,0.970479
396,1.09205
397,0.922308
398,0.921604
399,1.16196
400,0.895786
401,0.908922
402,1.15175
403,0.935416
404,0.880097
405,1.07117
406,0.88945
407,1.03685
408,0.989175
409,1.02666
410,0.920994
411,0.99957
412,0.994019
413,0.988223
414,1.03832
415,0.9621
416,0.902736
417,0.92652
418,1.04675
419,0.921912
420,0.978499
421,1.01862
422,1.02872
423,1.11612
424,0.80555
425,1.06275
426,0.950794
427,0.971115
428,0.897211
429,1.02556
430,0.983594
431,1.10212
432,0.981569
433,0.978103
434,1.00998
435,1.03661
436,0.774047
437,1.3485
438,0.801868
439,0.797119
440,1.19795
441,0.74788
442,0.959789
443,1.2588
444,0.783448
445,0.924782
446,1.20771
447,0.781209
448,0.961251
449,1.05059
450,0.947339
451,1.01674
452,1.19236
453,0.953519
454,0.820273
455,0.978196
456,0.97379
457,0.962835
458,0.968996
459,0.963061
460,1.17502
461,0.870068
462,0.95688
463,1.12522
464,1.05637
465,0.752451
466,1.13271
467,0.998914
468,1.07299
469,0.901037
470,1.17097
471,0.75204
472,0.995858
473,0.900205
474,1.23449
475,0.763932
476,1.12006
477,1.01602
478,0.76603
479,1.08661
480,0.980478
481,0.943538
482,1.02593
483,1.01343
484,0.973087
485,0.990454
486,1.04067
487,0.951072
488,1.02648
489,1.08881
490,0.98378
491,0.759954
492,0.970286
493,1.15539
494,1.03667
495,0.788634
496,0.950659
497,1.04885
498,1.00221
499,1.02815
500,0.911588
501,0.977612
502,1.02526
503,0.917844
504,1.01416
505,1.17698
506,0.943703
507,0.945763
508,1.02779
509,0.928299
510,0.897295
511,0.924116
512,1.12257
513,0.87897
514,1.12306
515,0.948257
516,1.01485
517,0.922803
518,0.989225
519,0.96318
520,0.967939
521,0.996542
522,1.0089
523,1.22511
524,0.740444
525,1.03509
526,0.955334
527,0.997666
528,1.01256
529,0.969803
530,1.01008
531,0.958145
532,0.995013
533,1.18321
534,0.782301
535,1.0255
536,1.05798
537,1.0553
538,0.988226
539,0.952152
540,0.954789
541,0.987052
542,0.994708
543,0.97599
544,1.00558
545,0.938702
546,1.06051
547,0.966677
548,0.93427
549,0.961752
550,0.879034
551,1.0673
552,0.91042
553,1.1065
554,0.969657
555,0.990447
556,0.975809
557,0.954128
558,1.08426
559,0.920268
560,0.953302
561,1.05899
562,0.937972
563,0.970154
564,1.01237
565,1.0407
566,0.92083
567,1.02995
568,1.07241
569,0.941684
570,1.0791
571,0.958536
572,0.97884
573,0.993554
574,0.996995
575,0.985217
576,0.908235
577,0.950556
578,1.07738
579,1.05876
580,1.01799
581,0.788104
582,0.993851
583,1.07296
584,0.991038
585,0.937116
586,1.05778
587,1.2507
588,0.738272
589,1.04264
590,0.775172
591,1.21158
592,0.785928
593,0.974838
594,0.995595
595,1.14784
596,0.951192
597,1.01749
598,0.788077
599,1.21026
600,0.816531
601,0.958276
602,1.03516
603,0.987599
604,0.992193
605,1.00843
606,1.04399
607,0.969226
608,1.0048
609,1.01504
610,1.03196
611,0.760698
612,0.977545
613,0.99007
614,1.01779
615,0.984305
616,0.964471
617,1.08115
618,1.0054
619,0.979203
620,0.971013
621,0.987707
622,1.21675
623,0.623609
624,1.23947
625,0.795911
626,0.940928
627,1.07956
628,0.968353
629,0.934213
630,0.974015
631,0.971919
632,0.978254
633,1.01243
634,1.00998
635,1.00168
636,1.03711
637,0.860575
638,1.08269
639,0.986542
640,1.49469
641,0.428978
642,1.02867
643,0.930207
644,0.930362
645,1.1682
646,0.963907
647,0.974847
648,0.837046
649,1.03058
650,0.950682
651,1.13647
652,0.951213
653,1.00336
654,0.828861
655,0.994034
656,1.00641
657,1.05183
658,1.268
659,0.708893
660,0.939579
661,0.926295
662,0.937887
663,0.939262
664,0.884946
665,0.925291
666,1.13045
667,0.936747
668,0.907149
669,0.937534
670,1.19545
671,0.771671
672,1.00997
673,1.0132
674,1.26385
675,0.738745
676,0.948237
677,1.00756
678,0.978585
679,0.995943
680,0.970357
681,0.914112
682,0.942526
683,0.957307
684,1.14332
685,0.988463
686,0.781805
687,1.21636
688,0.959138
689,1.02145
690,0.977943
691,0.746626
692,0.944723
693,1.14824
694,0.890136
695,1.10063
696,0.903361
697,0.890917
698,1.16934
699,0.833573
700,1.19371
701,0.949101
702,0.907537
703,1.10707
704,0.992391
705,0.824979
706,1.14062
707,0.799273
708,0.928705
709,1.15136
710,0.958621
711,0.898242
712,0.962466
713,0.938088
714,1.15054
715,0.901026
716,0.936419
717,0.949717
718,1.1486
719,0.991299
720,0.966354
721,0.741004
722,0.997657
723,0.924952
724,0.969863
725,1.11508
726,0.929524
727,0.924809
728,0.918551
729,0.950315
730,1.17063
731,0.870829
732,1.16485
733,0.794844
734,0.978415
735,1.00953
736,1.0043
737,0.959431
738,1.04381
739,1.04506
740,0.97078
741,0.816553
742,1.02852
743,1.04214
744,0.960821
745,0.779505
746,1.07614
747,0.930689
748,0.981616
749,1.13154
750,0.916987
751,1.09199
752,1.00571
753,0.896605
754,0.98017
755,1.08946
756,0.999919
757,0.745841
758,1.05655
759,1.06355
760,0.983581
761,0.944252
762,0.915883
763,1.10347
764,0.930773
765,1.0883
766,1.0192
767,0.777429
768,0.971581
769,1.1262
770,1.15984
771,0.75712
772,1.0513
773,0.866584
774,0.948863
775,0.93923
776,1.10339
777,0.987948
778,1.03823
779,0.983805
780,0.927528
781,0.906422
782,1.01249
783,0.994948
784,0.958895
785,1.00322
786,0.963699
787,1.03852
788,1.03509
789,0.81758
790,1.17961
791,0.738454
792,0.97103
793,0.972266
794,0.915101
795,1.10041
796,0.919632
797,0.94425
798,1.03576
799,0.895316
800,1.16547
801,0.911277
802,0.963325
803,0.965946
804,1.24839
805,0.765222
806,0.953507
807,0.961453
808,1.06163
809,0.978148
810,0.978374
811,0.966271
812,0.93363
813,0.995376
814,0.93952
815,1.11729
816,1.04493
817,0.954674
818,0.915209
819,0.944776
820,0.979692
821,0.974317
822,1.04317
823,1.06395
824,0.9864
825,1.00662
826,1.01873
827,0.972649
828,0.955661
829,1.01985
830,0.768762
831,1.05428
832,1.05716
833,0.977522
834,0.987264
835,0.987559
836,1.02903
837,1.22517
838,0.765389
839,1.00697
840,0.833056
841,1.02999
842,1.0645
843,1.05478
844,0.718269
845,1.04126
846,1.15469
847,0.809763
848,1.09143
849,0.909002
850,0.995942
851,0.968436
852,1.12438
853,0.989034
854,1.00082
855,0.971666
856,0.985628
857,1.02329
858,0.87502
859,1.04639
860,0.904959
861,0.928319
862,0.987296
863,1.08499
864,1.10691
865,0.958872
866,0.903246
867,0.887967
868,0.994856
869,1.06018
870,0.884573
871,0.99946
872,1.05775
873,1.04088
874,0.996516
875,1.00464
876,0.938291
877,0.978973
878,0.815114
879,1.16831
880,1.05286
881,0.975792
882,0.797076
883,1.09554
884,0.928502
885,1.23211
886,0.72305
887,1.09914
888,0.919076
889,1.16429
890,0.80043
891,0.92082
892,0.949569
893,1.15761
894,0.890838
895,0.944831
896,0.921486
897,1.13095
898,0.930057
899,1.03877
900,0.921816
901,1.08547
902,0.906047
903,0.992431
904,1.21774
905,0.804771
906,0.99212
907,1.08833
908,0.790917
909,1.01659
910,0.946955
911,0.920194
912,1.13415
913,1.02334
914,0.918149
915,0.936996
916,0.948417
917,0.987451
918,0.976841
919,1.17129
920,0.975899
921,0.816371
922,1.00217
923,0.968676
924,0.982322
925,0.990798
926,0.925303
927,0.982372
928,1.00695
929,0.962053
930,1.03927
931,1.11425
932,0.988714
933,0.778555
934,1.00231
935,1.03581
936,1.18098
937,0.747404
938,0.999878
939,1.0213
940,1.05749
941,0.814763
942,1.02214
943,1.22828
944,0.771958
945,1.15469
946,1.04936
947,0.749958
948,1.14225
949,0.829405
950,1.09964
951,0.91456
952,1.17214
953,0.910012
954,0.823592
955,1.10192
956,0.978655
957,0.842973
958,1.06843
959,0.966935
960,0.948086
961,1.22333
962,0.805876
963,0.986899
964,1.09061
965,0.928248
966,0.995124
967,0.951062
968,1.13056
969,0.783022
970,1.23279
971,0.759657
972,0.9762
973,1.00105
974,0.988304
975,1.00996
976,0.965517
977,0.931586
978,1.21599
979,0.749509
980,0.99738
981,0.955834
982,1.00129
983,1.15155
984,1.00133
985,0.957101
986,1.00736
987,0.925882
988,0.999082
989,1.03583
990,1.05636
991,0.731019
992,1.0468
993,1.127
994,0.870449
995,0.967519
996,0.912539
997,1.03491
998,1.01286
999,0.967633
1000,1.00233
