Iteration,Elapsed Time (ms)
556,0.813958
557,1.24008
558,0.79216
559,0.957906
560,1.00185
561,1.14265
562,0.941504
563,0.864868
564,0.974099
565,0.964919
566,1.06841
567,1.02077
568,0.82873
569,1.19836
570,0.848439
571,0.945282
572,0.999271
573,1.1242
574,0.790554
575,1.07364
576,1.10655
577,0.977363
578,0.822905
579,1.05233
580,1.058
581,0.804303
582,1.05495
583,0.97887
584,1.01897
585,0.984498
586,0.943678
587,1.01513
588,1.03276
589,1.08205
590,0.966167
591,0.876958
592,0.875538
593,1.06993
594,0.970239
595,1.4018
596,0.777792
597,0.87109
598,1.01321
599,1.02575
600,0.844029
601,1.09307
602,0.929612
603,0.905916
604,1.15799
605,0.822411
606,0.894485
607,1.06101
608,0.998706
609,1.04071
610,1.00756
611,1.06977
612,0.947072
613,0.923591
614,0.97476
615,0.853012
616,1.0864
617,0.969027
618,1.02687
619,1.01813
620,1.05962
621,1.07398
622,0.791307
623,0.999277
624,1.09313
625,0.790579
626,1.23254
627,0.973285
628,1.23398
629,0.541292
630,1.05396
631,1.13274
632,0.836053
633,1.05579
634,0.954559
635,0.981653
636,1.05847
637,1.02959
638,0.770185
639,1.14339
640,0.998032
641,0.972303
642,1.06929
643,0.820383
644,1.07273
645,1.08881
646,1.01292
647,0.833378
648,1.07991
649,0.965811
650,0.971311
651,0.853734
652,1.07143
653,0.942276
654,1.03211
655,1.0209
656,1.02826
657,1.05445
658,0.990925
659,0.82358
660,1.10896
661,1.02255
662,0.787754
663,1.0232
664,1.00042
665,1.03892
666,1.0432
667,0.750032
668,1.10687
669,0.976181
670,0.702428
671,1.07242
672,1.1121
673,0.99551
674,1.00684
675,0.943225
676,0.851605
677,1.08675
678,1.06216
679,0.985606
680,0.837166
681,1.02322
682,1.07818
683,0.763064
684,1.06773
685,1.11209
686,0.824641
687,1.0224
688,1.03695
689,0.974157
690,1.02018
691,1.0941
692,0.799712
693,1.03372
694,1.12454
695,1.22567
696,0.553935
697,1.1087
698,1.02633
699,0.817368
700,1.01862
701,0.957244
702,1.0311
703,1.1353
704,0.826475
705,0.989489
706,1.01753
707,1.13048
708,1.04404
709,0.807923
710,0.987762
711,0.951985
712,1.06916
713,1.04459
714,1.06957
715,0.899675
716,0.814931
717,1.02376
718,0.984636
719,0.981791
720,1.01854
721,0.96019
722,1.07659
723,1.06079
724,0.893981
725,1.16669
726,0.858987
727,1.13233
728,0.836051
729,0.967446
730,0.971611
731,1.02165
732,0.944241
733,1.01068
734,0.931244
735,0.940894
736,1.34258
737,0.892762
738,0.801527
739,0.941134
740,1.23167
741,0.735983
742,1.04645
743,1.15624
744,0.916236
745,0.846163
746,1.04871
747,1.1687
748,0.900895
749,1.03229
750,0.997384
751,1.01357
752,0.86095
753,0.951163
754,1.00288
755,0.972917
756,1.05983
757,0.93952
758,0.97604
759,0.913361
760,1.07985
761,0.919354
762,0.904521
763,0.970497
764,0.988183
765,1.06083
766,0.79751
767,1.00813
768,1.0625
769,0.925974
770,0.998814
771,0.958326
772,1.01711
773,1.10013
774,0.863613
775,0.973976
776,0.9869
777,0.973555
778,1.04403
779,1.11222
780,0.744406
781,1.34983
782,0.840519
783,0.759388
784,1.01242
785,1.15475
786,0.915467
787,0.91844
788,1.11209
789,0.977149
790,0.910305
791,0.968941
792,0.974845
793,1.07717
794,0.963396
795,1.04644
796,1.07204
797,0.858864
798,1.01557
799,0.926619
800,1.01686
801,1.02489
802,0.801197
803,1.08139
804,1.07031
805,1.40348
806,0.565997
807,0.985087
808,0.974978
809,0.812228
810,1.02365
811,0.956379
812,1.06808
813,1.02411
814,0.884724
815,1.03839
816,1.0441
817,0.878371
818,1.03533
819,1.05042
820,0.87143
821,1.26254
822,0.775678
823,0.9551
824,1.01388
825,1.12076
826,0.844475
827,1.01899
828,1.05724
829,0.803384
830,1.07927
831,0.992822
832,1.01114
833,0.995617
834,0.941441
835,1.12054
836,0.789984
837,0.999636
838,0.992672
839,1.07678
840,1.11416
841,0.751883
842,1.07219
843,0.992001
844,0.985679
845,1.04461
846,1.02468
847,0.783551
848,1.19884
849,0.84078
850,1.00156
851,0.957004
852,0.955499
853,1.1085
854,1.0377
855,0.804132
856,1.00674
857,1.01804
858,1.13135
859,0.848028
860,1.034
861,0.982505
862,1.09466
863,1.03393
864,0.990518
865,0.784514
866,1.05448
867,1.12903
868,0.831191
869,1.05904
870,0.949109
871,1.00724
872,0.951383
873,1.02248
874,1.07846
875,1.04827
876,0.788821
877,1.0537
878,1.02124
879,1.11465
880,0.785577
881,0.99195
882,0.986753
883,0.936542
884,0.972432
885,1.01019
886,1.07471
887,1.04429
888,0.787849
889,1.03886
890,0.94452
891,1.26865
892,0.837103
893,0.867897
894,1.08809
895,1.09775
896,0.785392
897,1.10684
898,0.805032
899,1.03526
900,1.03224
901,0.943221
902,0.983572
903,0.955123
904,0.983562
905,0.962947
906,0.958755
907,0.997842
908,0.957527
909,1.00957
910,0.949131
911,1.00741
912,0.917779
913,1.02006
914,0.956445
915,1.09437
916,0.857647
917,1.00922
918,0.947628
919,1.01182
920,0.936196
921,1.00886
922,0.96577
923,1.0205
924,1.04095
925,0.997862
926,0.976
927,0.971752
928,0.93379
929,0.740492
930,0.972431
931,1.09522
932,0.873652
933,0.900737
934,0.978745
935,1.06712
936,1.00621
937,0.964084
938,0.989889
939,0.97038
940,0.861189
941,1.18265
942,0.816023
943,1.003
944,1.0024
945,1.28451
946,0.598852
947,1.04198
948,0.780746
949,1.04808
950,1.11127
951,0.765787
952,1.06112
953,1.02507
954,0.978314
955,0.975659
956,0.938979
957,0.93416
958,0.95103
959,0.984559
960,0.938819
961,0.949056
962,0.943147
963,0.986512
964,1.01464
965,1.05345
966,0.873563
967,0.939122
968,1.01291
969,0.955133
970,1.00446
971,0.94879
972,1.01285
973,1.0235
974,0.946815
975,0.940733
976,0.931565
977,0.963196
978,0.963146
979,1.06617
980,1.00053
981,0.967985
982,0.983376
983,0.922759
984,0.959726
985,0.875258
986,0.985027
987,1.12178
988,0.970341
989,0.949008
990,0.939629
991,0.933328
992,1.10823
993,0.927135
994,0.971533
995,1.24595
996,0.791867
997,0.787276
998,0.985372
999,0.98118
1000,1.04057
