Timestamp (s),Timestamp (ns),Jitter (ns)
1168,102866488,55629
1168,102922136,55648
1168,102977766,55630
1168,103033395,55629
1168,103089043,55648
1168,103144672,55629
1168,103200301,55629
1168,103255949,55648
1168,103311579,55630
1168,103367208,55629
1168,103422856,55648
1168,103478485,55629
1168,103534114,55629
1168,103589744,55630
1168,103645392,55648
1168,103701021,55629
1168,103756650,55629
1168,103812298,55648
1168,103867927,55629
1168,103923557,55630
1168,103979204,55647
1168,104034852,55648
1168,104090500,55648
1168,104146129,55629
1168,104201759,55630
1168,104257388,55629
1168,104313036,55648
1168,104368665,55629
1168,104424295,55630
1168,104479942,55647
1168,104535572,55630
1168,104591201,55629
1168,104646849,55648
1168,104702478,55629
1168,104758108,55630
1168,104813755,55647
1168,104869385,55630
1168,104925014,55629
1168,104980662,55648
1168,105036291,55629
1168,105091920,55629
1168,105147568,55648
1168,105203198,55630
1168,105258827,55629
1168,105314475,55648
1168,105370104,55629
1168,105425733,55629
1168,105481363,55630
1168,105537011,55648
1168,105592640,55629
1168,105648269,55629
1168,105703917,55648
1168,105759546,55629
1168,105815176,55630
1168,105870824,55648
1168,105926453,55629
1168,105982082,55629
1168,106037730,55648
1168,106093359,55629
1168,106148989,55630
1168,106204636,55647
1168,106260266,55630
1168,106315895,55629
1168,106371543,55648
1168,106427172,55629
1168,106482802,55630
1168,106538449,55647
1168,106594079,55630
1168,106649708,55629
1168,106705356,55648
1168,106760985,55629
1168,106816615,55630
1168,106872244,55629
1168,106927892,55648
1168,106983521,55629
1168,107039150,55629
1168,107094798,55648
1168,107150428,55630
1168,107206057,55629
1168,107261705,55648
1168,107317334,55629
1168,107372963,55629
1168,107428611,55648
1168,107484240,55629
1168,107539870,55630
1168,107595518,55648
1168,107651147,55629
1168,107706776,55629
1168,107762424,55648
1168,107818053,55629
1168,107873683,55630
1168,107929331,55648
1168,107984960,55629
1168,108040608,55648
1168,108096256,55648
1168,108151885,55629
1168,108207514,55629
1168,108263162,55648
1168,108318791,55629
1168,108374421,55630
1168,108430069,55648
1168,108485698,55629
1168,108541327,55629
1168,108596975,55648
1168,108652604,55629
1168,108708234,55630
1168,108763881,55647
1168,108819511,55630
1168,108875140,55629
1168,108930788,55648
1168,108986417,55629
1168,109042047,55630
1168,109097676,55629
1168,109153324,55648
1168,109208953,55629
1168,109264582,55629
1168,109320230,55648
1168,109375860,55630
1168,109431489,55629
1168,109487137,55648
1168,109542766,55629
1168,109598395,55629
1168,109654043,55648
1168,109709673,55630
1168,109765302,55629
1168,109820950,55648
1168,109876579,55629
1168,109932208,55629
1168,109987856,55648
1168,110043485,55629
1168,110099115,55630
1168,110154763,55648
1168,110210392,55629
1168,110266021,55629
1168,110321669,55648
1168,110377298,55629
1168,110432928,55630
1168,110488557,55629
1168,110544205,55648
1168,110599834,55629
1168,110655464,55630
1168,110711111,55647
1168,110766741,55630
1168,110822370,55629
1168,110878018,55648
1168,110933647,55629
1168,110989276,55629
1168,111044924,55648
1168,111100554,55630
1168,111156183,55629
1168,111211831,55648
1168,111267460,55629
1168,111323089,55629
1168,111378737,55648
1168,111434367,55630
1168,111489996,55629
1168,111545644,55648
1168,111601273,55629
1168,111656902,55629
1168,111712550,55648
1168,111768180,55630
1168,111823809,55629
1168,111879457,55648
1168,111935086,55629
1168,111990715,55629
1168,112046382,55667
1168,112102011,55629
1168,112157640,55629
1168,112213288,55648
1168,112268918,55630
1168,112324547,55629
1168,112380195,55648
1168,112435824,55629
1168,112491453,55629
1168,112547101,55648
1168,112602730,55629
1168,112658360,55630
1168,112713989,55629
1168,112769637,55648
1168,112825266,55629
1168,112880896,55630
1168,112936543,55647
1168,112992173,55630
1168,113047802,55629
1168,113103450,55648
1168,113159079,55629
1168,113214709,55630
1168,113270356,55647
1168,113325986,55630
1168,113381615,55629
1168,113437263,55648
1168,113492892,55629
1168,113548521,55629
1168,113604169,55648
1168,113659799,55630
1168,113715428,55629
1168,113771076,55648
1168,113826705,55629
1168,113882334,55629
1168,113937982,55648
1168,113993612,55630
1168,114049241,55629
1168,114104870,55629
1168,114160518,55648
1168,114216147,55629
1168,114271777,55630
1168,114327425,55648
1168,114383054,55629
1168,114438683,55629
1168,114494331,55648
1168,114549960,55629
1168,114605590,55630
1168,114661238,55648
1168,114716867,55629
1168,114772496,55629
1168,114828144,55648
1168,114883773,55629
1168,114939403,55630
1168,114995050,55647
1168,115050680,55630
1168,115106309,55629
1168,115161957,55648
1168,115217586,55629
1168,115273216,55630
1168,115328863,55647
1168,115384493,55630
1168,115440122,55629
1168,115495770,55648
1168,115551399,55629
1168,115607029,55630
1168,115662658,55629
1168,115718306,55648
1168,115773935,55629
1168,115829564,55629
1168,115885212,55648
1168,115940841,55629
1168,115996471,55630
1168,116052137,55666
1168,116107766,55629
1168,116163414,55648
1168,116219044,55630
1168,116274673,55629
1168,116330321,55648
1168,116385950,55629
1168,116441579,55629
1168,116497227,55648
1168,116552857,55630
1168,116608486,55629
1168,116664134,55648
1168,116719763,55629
1168,116775392,55629
1168,116831022,55630
1168,116886670,55648
1168,116942299,55629
1168,116997928,55629
1168,117053576,55648
1168,117109205,55629
1168,117164835,55630
1168,117220483,55648
1168,117276112,55629
1168,117331741,55629
1168,117387389,55648
1168,117443018,55629
1168,117498648,55630
1168,117554295,55647
1168,117609925,55630
1168,117665554,55629
1168,117721202,55648
1168,117776831,55629
1168,117832461,55630
1168,117888108,55647
1168,117943738,55630
1168,117999367,55629
1168,118054996,55629
1168,118110644,55648
1168,118166274,55630
1168,118221903,55629
1168,118277551,55648
1168,118333180,55629
1168,118388809,55629
1168,118444457,55648
1168,118500086,55629
1168,118555716,55630
1168,118611364,55648
1168,118666993,55629
1168,118722622,55629
1168,118778270,55648
1168,118833899,55629
1168,118889529,55630
1168,118945177,55648
1168,119000806,55629
1168,119056435,55629
1168,119112083,55648
1168,119167712,55629
1168,119223342,55630
1168,119278990,55648
1168,119334619,55629
1168,119390248,55629
1168,119445896,55648
1168,119501525,55629
1168,119557155,55630
1168,119612784,55629
1168,119668432,55648
1168,119724061,55629
1168,119779690,55629
1168,119835338,55648
1168,119890968,55630
1168,119946597,55629
1168,120002504,55907
1168,120058152,55648
1168,120113781,55629
1168,120169411,55630
1168,120225058,55647
1168,120280688,55630
1168,120336317,55629
1168,120391965,55648
1168,120447594,55629
1168,120503223,55629
1168,120558853,55630
1168,120614501,55648
1168,120670130,55629
1168,120725759,55629
1168,120781407,55648
1168,120837036,55629
1168,120892666,55630
1168,120948314,55648
1168,121003943,55629
1168,121059572,55629
1168,121115220,55648
1168,121170849,55629
1168,121226479,55630
1168,121282127,55648
1168,121337756,55629
1168,121393385,55629
1168,121449033,55648
1168,121504662,55629
1168,121560292,55630
1168,121615939,55647
1168,121671569,55630
1168,121727198,55629
1168,121782827,55629
1168,121838475,55648
1168,121894105,55630
1168,121949734,55629
1168,122005382,55648
1168,122061011,55629
1168,122116640,55629
1168,122172288,55648
1168,122227918,55630
1168,122283547,55629
1168,122339195,55648
1168,122394824,55629
1168,122450453,55629
1168,122506101,55648
1168,122561730,55629
1168,122617360,55630
1168,122673008,55648
1168,122728637,55629
1168,122784266,55629
1168,122839914,55648
1168,122895543,55629
1168,122951173,55630
1168,123006821,55648
1168,123062450,55629
1168,123118079,55629
1168,123173727,55648
1168,123229356,55629
1168,123284986,55630
1168,123340634,55648
1168,123396263,55629
1168,123451892,55629
1168,123507540,55648
1168,123563169,55629
1168,123618799,55630
1168,123674447,55648
1168,123730076,55629
1168,123785705,55629
1168,123841334,55629
1168,123896982,55648
1168,123952612,55630
1168,124008278,55666
1168,124063907,55629
1168,124119537,55630
1168,124175184,55647
1168,124230814,55630
1168,124286443,55629
1168,124342091,55648
1168,124397720,55629
1168,124453350,55630
1168,124508997,55647
1168,124564627,55630
1168,124620256,55629
1168,124675904,55648
1168,124731533,55629
1168,124787163,55630
1168,124842792,55629
1168,124898440,55648
1168,124954069,55629
1168,125009698,55629
1168,125065346,55648
1168,125120975,55629
1168,125176605,55630
1168,125232253,55648
1168,125287882,55629
1168,125343511,55629
1168,125399159,55648
1168,125454788,55629
1168,125510418,55630
1168,125566066,55648
1168,125621695,55629
1168,125677324,55629
1168,125732972,55648
1168,125788601,55629
1168,125844231,55630
1168,125899879,55648
1168,125955508,55629
1168,126011137,55629
1168,126066767,55630
1168,126122414,55647
1168,126178044,55630
1168,126233673,55629
1168,126289321,55648
1168,126344950,55629
1168,126400579,55629
1168,126456227,55648
1168,126511857,55630
1168,126567486,55629
1168,126623134,55648
1168,126678763,55629
1168,126734392,55629
1168,126790040,55648
1168,126845670,55630
1168,126901299,55629
1168,126956947,55648
1168,127012576,55629
1168,127068205,55629
1168,127123853,55648
1168,127179483,55630
1168,127235112,55629
1168,127290760,55648
1168,127346389,55629
1168,127402018,55629
1168,127457648,55630
1168,127513295,55647
1168,127568925,55630
1168,127624554,55629
1168,127680202,55648
1168,127735831,55629
1168,127791461,55630
1168,127847108,55647
1168,127902738,55630
1168,127958367,55629
1168,128014033,55666
1168,128069663,55630
1168,128125292,55629
1168,128180940,55648
1168,128236569,55629
1168,128292199,55630
1168,128347846,55647
1168,128403476,55630
1168,128459105,55629
1168,128514753,55648
1168,128570382,55629
1168,128626012,55630
1168,128681659,55647
1168,128737289,55630
1168,128792918,55629
1168,128848566,55648
1168,128904195,55629
1168,128959824,55629
1168,129015454,55630
1168,129071102,55648
1168,129126731,55629
1168,129182360,55629
1168,129238008,55648
1168,129293637,55629
1168,129349267,55630
1168,129404915,55648
1168,129460544,55629
1168,129516173,55629
1168,129571821,55648
1168,129627450,55629
1168,129683080,55630
1168,129738728,55648
1168,129794357,55629
1168,129849986,55629
1168,129905634,55648
1168,129961263,55629
1168,130016893,55630
1168,130072540,55647
1168,130128170,55630
1168,130183799,55629
1168,130239447,55648
1168,130295076,55629
1168,130350706,55630
1168,130406353,55647
1168,130461983,55630
1168,130517612,55629
1168,130573241,55629
1168,130628889,55648
1168,130684519,55630
1168,130740148,55629
1168,130795796,55648
1168,130851425,55629
1168,130907054,55629
1168,130962702,55648
1168,131018332,55630
1168,131073961,55629
1168,131129609,55648
1168,131185238,55629
1168,131240867,55629
1168,131296515,55648
1168,131352144,55629
1168,131407774,55630
1168,131463422,55648
1168,131519051,55629
1168,131574680,55629
1168,131630328,55648
1168,131685957,55629
1168,131741587,55630
1168,131797235,55648
1168,131852864,55629
1168,131908493,55629
1168,131964123,55630
1168,132019789,55666
1168,132075418,55629
1168,132131066,55648
1168,132186695,55629
1168,132242325,55630
1168,132297973,55648
1168,132353602,55629
1168,132409231,55629
1168,132464879,55648
1168,132520508,55629
1168,132576138,55630
1168,132631785,55647
1168,132687415,55630
1168,132743044,55629
1168,132798692,55648
1168,132854321,55629
1168,132909951,55630
1168,132965580,55629
1168,133021228,55648
1168,133076857,55629
1168,133132486,55629
1168,133188134,55648
1168,133243764,55630
1168,133299393,55629
1168,133355041,55648
1168,133410670,55629
1168,133466299,55629
1168,133521947,55648
1168,133577577,55630
1168,133633206,55629
1168,133688854,55648
1168,133744483,55629
1168,133800112,55629
1168,133855760,55648
1168,133911389,55629
1168,133967019,55630
1168,134022667,55648
1168,134078296,55629
1168,134133925,55629
1168,134189573,55648
1168,134245202,55629
1168,134300832,55630
1168,134356480,55648
1168,134412109,55629
1168,134467738,55629
1168,134523386,55648
1168,134579015,55629
1168,134634645,55630
1168,134690274,55629
1168,134745922,55648
1168,134801551,55629
1168,134857180,55629
1168,134912828,55648
1168,134968458,55630
1168,135024087,55629
1168,135079735,55648
1168,135135364,55629
1168,135190993,55629
1168,135246641,55648
1168,135302271,55630
1168,135357900,55629
1168,135413548,55648
1168,135469177,55629
1168,135524806,55629
1168,135580454,55648
1168,135636084,55630
1168,135691713,55629
1168,135747361,55648
1168,135802990,55629
1168,135858619,55629
1168,135914249,55630
1168,135969896,55647
1168,136025544,55648
1168,136081192,55648
1168,136136821,55629
1168,136192451,55630
1168,136248099,55648
1168,136303728,55629
1168,136359357,55629
1168,136415005,55648
1168,136470634,55629
1168,136526264,55630
1168,136581912,55648
1168,136637541,55629
1168,136693170,55629
1168,136748818,55648
1168,136804447,55629
1168,136860077,55630
1168,136915706,55629
1168,136971354,55648
1168,137026983,55629
1168,137082613,55630
1168,137138260,55647
1168,137193890,55630
1168,137249519,55629
1168,137305167,55648
1168,137360796,55629
1168,137416425,55629
1168,137472073,55648
1168,137527703,55630
1168,137583332,55629
1168,137638980,55648
1168,137694609,55629
1168,137750238,55629
1168,137805886,55648
1168,137861516,55630
1168,137917145,55629
1168,137972793,55648
1168,138028422,55629
1168,138084051,55629
1168,138139699,55648
1168,138195329,55630
1168,138250958,55629
1168,138306606,55648
1168,138362235,55629
1168,138417864,55629
1168,138473512,55648
1168,138529141,55629
1168,138584771,55630
1168,138640400,55629
1168,138696048,55648
1168,138751677,55629
1168,138807307,55630
1168,138862954,55647
1168,138918584,55630
1168,138974213,55629
1168,139029861,55648
1168,139085490,55629
1168,139141120,55630
1168,139196767,55647
1168,139252397,55630
1168,139308026,55629
1168,139363674,55648
1168,139419303,55629
1168,139474933,55630
1168,139530580,55647
1168,139586210,55630
1168,139641839,55629
1168,139697487,55648
1168,139753116,55629
1168,139808745,55629
1168,139864375,55630
1168,139920023,55648
1168,139975652,55629
1168,140031318,55666
1168,140086948,55630
1168,140142577,55629
1168,140198225,55648
1168,140253854,55629
1168,140309483,55629
1168,140365131,55648
1168,140420761,55630
1168,140476390,55629
1168,140532038,55648
1168,140587667,55629
1168,140643296,55629
1168,140698944,55648
1168,140754574,55630
1168,140810203,55629
1168,140865851,55648
1168,140921480,55629
1168,140977109,55629
1168,141032739,55630
1168,141088386,55647
1168,141144016,55630
1168,141199645,55629
1168,141255293,55648
1168,141310922,55629
1168,141366552,55630
1168,141422199,55647
1168,141477829,55630
1168,141533458,55629
1168,141589106,55648
1168,141644735,55629
1168,141700365,55630
1168,141756012,55647
1168,141811642,55630
1168,141867271,55629
1168,141922919,55648
1168,141978548,55629
1168,142034178,55630
1168,142089825,55647
1168,142145455,55630
1168,142201084,55629
1168,142256732,55648
1168,142312361,55629
1168,142367990,55629
1168,142423638,55648
1168,142479268,55630
1168,142534897,55629
1168,142590526,55629
1168,142646174,55648
1168,142701803,55629
1168,142757433,55630
1168,142813081,55648
1168,142868710,55629
1168,142924339,55629
1168,142979987,55648
1168,143035616,55629
1168,143091246,55630
1168,143146894,55648
1168,143202523,55629
1168,143258152,55629
1168,143313800,55648
1168,143369429,55629
1168,143425059,55630
1168,143480706,55647
1168,143536336,55630
1168,143591965,55629
1168,143647613,55648
1168,143703242,55629
1168,143758872,55630
1168,143814519,55647
1168,143870149,55630
1168,143925778,55629
1168,143981407,55629
1168,144037074,55667
1168,144092703,55629
1168,144148351,55648
1168,144203980,55629
1168,144259610,55630
1168,144315257,55647
1168,144370887,55630
1168,144426516,55629
1168,144482164,55648
1168,144537793,55629
1168,144593423,55630
1168,144649070,55647
1168,144704700,55630
1168,144760329,55629
1168,144815977,55648
1168,144871606,55629
1168,144927235,55629
1168,144982865,55630
1168,145038513,55648
1168,145094142,55629
1168,145149771,55629
1168,145205419,55648
1168,145261048,55629
1168,145316678,55630
1168,145372326,55648
1168,145427955,55629
1168,145483584,55629
1168,145539232,55648
1168,145594861,55629
1168,145650491,55630
1168,145706139,55648
1168,145761768,55629
1168,145817397,55629
1168,145873045,55648
1168,145928674,55629
1168,145984304,55630
1168,146039951,55647
1168,146095581,55630
1168,146151210,55629
1168,146206858,55648
1168,146262487,55629
1168,146318117,55630
1168,146373764,55647
1168,146429394,55630
1168,146485023,55629
1168,146540652,55629
1168,146596300,55648
1168,146651930,55630
1168,146707559,55629
1168,146763207,55648
1168,146818836,55629
1168,146874465,55629
1168,146930113,55648
1168,146985743,55630
1168,147041372,55629
1168,147097020,55648
1168,147152649,55629
1168,147208278,55629
1168,147263926,55648
1168,147319555,55629
1168,147375185,55630
1168,147430833,55648
1168,147486462,55629
1168,147542091,55629
1168,147597739,55648
1168,147653368,55629
1168,147708998,55630
1168,147764646,55648
1168,147820275,55629
1168,147875904,55629
1168,147931534,55630
1168,147987181,55647
1168,148042829,55648
1168,148098477,55648
1168,148154106,55629
1168,148209736,55630
1168,148265384,55648
1168,148321013,55629
1168,148376642,55629
1168,148432290,55648
1168,148487919,55629
1168,148543549,55630
1168,148599178,55629
1168,148654826,55648
1168,148710455,55629
1168,148766084,55629
1168,148821732,55648
1168,148877362,55630
1168,148932991,55629
1168,148988639,55648
1168,149044268,55629
1168,149099897,55629
1168,149155545,55648
1168,149211175,55630
1168,149266804,55629
1168,149322452,55648
1168,149378081,55629
1168,149433710,55629
1168,149489358,55648
1168,149544987,55629
1168,149600617,55630
1168,149656265,55648
1168,149711894,55629
1168,149767523,55629
1168,149823171,55648
1168,149878800,55629
1168,149934430,55630
1168,149990078,55648
1168,150045707,55629
1168,150101336,55629
1168,150156984,55648
1168,150212613,55629
1168,150268243,55630
1168,150323872,55629
1168,150379520,55648
1168,150435149,55629
1168,150490779,55630
1168,150546426,55647
1168,150602056,55630
1168,150657685,55629
1168,150713333,55648
1168,150768962,55629
1168,150824591,55629
1168,150880239,55648
1168,150935869,55630
1168,150991498,55629
1168,151047146,55648
1168,151102775,55629
1168,151158404,55629
1168,151214052,55648
1168,151269682,55630
1168,151325311,55629
1168,151380959,55648
1168,151436588,55629
1168,151492217,55629
1168,151547865,55648
1168,151603495,55630
1168,151659124,55629
1168,151714772,55648
1168,151770401,55629
1168,151826030,55629
1168,151881678,55648
1168,151937308,55630
1168,151992955,55647
1168,152048622,55667
1168,152104251,55629
1168,152159899,55648
1168,152203973,44074
1168,152259602,55629
1168,152315250,55648
1168,152370879,55629
1168,152426508,55629
1168,152482156,55648
1168,152537786,55630
1168,152593415,55629
1168,152649063,55648
1168,152704692,55629
1168,152760321,55629
1168,152815969,55648
1168,152871599,55630
1168,152927228,55629
1168,152982876,55648
1168,153038505,55629
1168,153094134,55629
1168,153149782,55648
1168,153205412,55630
1168,153261041,55629
1168,153316670,55629
1168,153372318,55648
1168,153427947,55629
1168,153483577,55630
1168,153539224,55647
1168,153594854,55630
1168,153650483,55629
1168,153706131,55648
1168,153761760,55629
1168,153817390,55630
1168,153873037,55647
1168,153928667,55630
1168,153984296,55629
1168,154039944,55648
1168,154095573,55629
1168,154151203,55630
1168,154206850,55647
1168,154262480,55630
1168,154318109,55629
1168,154373757,55648
1168,154429386,55629
1168,154485016,55630
1168,154540663,55647
1168,154596293,55630
1168,154651922,55629
1168,154707570,55648
1168,154763199,55629
1168,154818828,55629
1168,154874458,55630
1168,154930106,55648
1168,154985735,55629
1168,155041364,55629
1168,155097012,55648
1168,155152641,55629
1168,155208271,55630
1168,155263919,55648
1168,155319548,55629
1168,155375177,55629
1168,155430825,55648
1168,155486454,55629
1168,155542084,55630
1168,155597732,55648
1168,155653361,55629
1168,155708990,55629
1168,155764638,55648
1168,155820267,55629
1168,155875897,55630
1168,155931544,55647
1168,155987174,55630
1168,156042822,55648
1168,156098469,55647
1168,156154099,55630
1168,156209728,55629
1168,156265376,55648
1168,156321005,55629
1168,156376635,55630
1168,156432282,55647
1168,156487912,55630
1168,156543541,55629
1168,156599170,55629
1168,156654818,55648
1168,156710448,55630
1168,156766077,55629
1168,156821725,55648
1168,156877354,55629
1168,156932983,55629
1168,156988631,55648
1168,157044261,55630
1168,157099890,55629
1168,157155538,55648
1168,157211167,55629
1168,157266796,55629
1168,157322444,55648
1168,157378073,55629
1168,157433703,55630
1168,157489351,55648
1168,157544980,55629
1168,157600609,55629
1168,157656257,55648
1168,157711886,55629
1168,157767516,55630
1168,157823145,55629
1168,157878793,55648
1168,157934422,55629
1168,157990052,55630
1168,158045699,55647
1168,158101329,55630
1168,158156958,55629
1168,158212606,55648
1168,158268235,55629
1168,158323864,55629
1168,158379512,55648
1168,158435142,55630
1168,158490771,55629
1168,158546419,55648
1168,158602048,55629
1168,158657677,55629
1168,158713325,55648
1168,158768955,55630
1168,158824584,55629
1168,158880232,55648
1168,158935861,55629
1168,158991490,55629
1168,159047120,55630
1168,159102768,55648
1168,159158397,55629
1168,159214026,55629
1168,159269674,55648
1168,159325303,55629
1168,159380933,55630
1168,159436581,55648
1168,159492210,55629
1168,159547839,55629
1168,159603487,55648
1168,159659116,55629
1168,159714746,55630
1168,159770393,55647
1168,159826023,55630
1168,159881652,55629
1168,159937300,55648
1168,159992929,55629
1168,160048596,55667
1168,160104225,55629
1168,160159854,55629
1168,160215502,55648
1168,160271131,55629
1168,160326761,55630
1168,160382409,55648
1168,160438038,55629
1168,160493667,55629
1168,160549297,55630
1168,160604944,55647
1168,160660574,55630
1168,160716203,55629
1168,160771851,55648
1168,160827480,55629
1168,160883109,55629
1168,160938757,55648
1168,160994387,55630
1168,161050016,55629
1168,161105664,55648
1168,161161293,55629
1168,161216922,55629
1168,161272570,55648
1168,161328200,55630
1168,161383829,55629
1168,161439477,55648
1168,161495106,55629
1168,161550735,55629
1168,161606383,55648
1168,161662013,55630
1168,161717642,55629
1168,161773290,55648
1168,161828919,55629
1168,161884548,55629
1168,161940196,55648
1168,161995826,55630
1168,162051455,55629
1168,162107103,55648
1168,162162732,55629
1168,162218361,55629
1168,162273991,55630
1168,162329638,55647
1168,162385268,55630
1168,162440897,55629
1168,162496545,55648
1168,162552174,55629
1168,162607804,55630
1168,162663451,55647
1168,162719081,55630
1168,162774710,55629
1168,162830358,55648
1168,162885987,55629
1168,162941617,55630
1168,162997264,55647
1168,163052894,55630
1168,163108523,55629
1168,163164171,55648
1168,163219800,55629
1168,163275429,55629
1168,163331077,55648
1168,163386707,55630
1168,163442336,55629
1168,163497965,55629
1168,163553613,55648
1168,163609242,55629
1168,163664872,55630
1168,163720520,55648
1168,163776149,55629
1168,163831778,55629
1168,163887426,55648
1168,163943055,55629
1168,163998685,55630
1168,164054351,55666
1168,164109980,55629
1168,164165628,55648
1168,164221258,55630
1168,164276887,55629
1168,164332535,55648
1168,164388164,55629
1168,164443793,55629
1168,164499441,55648
1168,164555070,55629
1168,164610700,55630
1168,164666348,55648
1168,164721977,55629
1168,164777606,55629
1168,164833254,55648
1168,164888883,55629
1168,164944513,55630
1168,165000142,55629
1168,165055790,55648
1168,165111419,55629
1168,165167049,55630
1168,165222696,55647
1168,165278326,55630
1168,165333955,55629
1168,165389603,55648
1168,165445232,55629
1168,165500862,55630
1168,165556509,55647
1168,165612139,55630
1168,165667768,55629
1168,165723416,55648
1168,165779045,55629
1168,165834674,55629
1168,165890322,55648
1168,165945952,55630
1168,166001581,55629
1168,166057229,55648
1168,166112858,55629
1168,166168487,55629
1168,166224117,55630
1168,166279765,55648
1168,166335394,55629
1168,166391023,55629
1168,166446671,55648
1168,166502300,55629
1168,166557930,55630
1168,166613578,55648
1168,166669207,55629
1168,166724836,55629
1168,166780484,55648
1168,166836113,55629
1168,166891743,55630
1168,166947390,55647
1168,167003020,55630
1168,167058649,55629
1168,167114297,55648
1168,167169926,55629
1168,167225556,55630
1168,167281203,55647
1168,167336833,55630
1168,167392462,55629
1168,167448091,55629
1168,167503739,55648
1168,167559369,55630
1168,167614998,55629
1168,167670646,55648
1168,167726275,55629
1168,167781904,55629
1168,167837552,55648
1168,167893182,55630
1168,167948811,55629
1168,168004459,55648
1168,168060107,55648
1168,168115754,55647
1168,168171384,55630
1168,168227013,55629
1168,168282661,55648
1168,168338290,55629
1168,168393919,55629
1168,168449567,55648
1168,168505197,55630
1168,168560826,55629
1168,168616455,55629
1168,168672103,55648
1168,168727732,55629
1168,168783362,55630
1168,168839010,55648
1168,168894639,55629
1168,168950268,55629
1168,169005916,55648
1168,169061545,55629
1168,169117175,55630
1168,169172823,55648
1168,169228452,55629
1168,169284081,55629
1168,169339729,55648
1168,169395358,55629
1168,169450988,55630
1168,169506635,55647
1168,169562265,55630
1168,169617894,55629
1168,169673542,55648
1168,169729171,55629
1168,169784801,55630
1168,169840430,55629
1168,169896078,55648
1168,169951707,55629
1168,170007336,55629
1168,170062984,55648
1168,170118614,55630
1168,170174243,55629
1168,170229891,55648
1168,170285520,55629
1168,170341149,55629
1168,170396797,55648
1168,170452427,55630
1168,170508056,55629
1168,170563704,55648
1168,170619333,55629
1168,170674962,55629
1168,170730610,55648
1168,170786239,55629
1168,170841869,55630
1168,170897517,55648
1168,170953146,55629
1168,171008775,55629
1168,171064405,55630
1168,171120052,55647
1168,171175682,55630
1168,171231311,55629
1168,171286959,55648
1168,171342588,55629
1168,171398218,55630
1168,171453865,55647
1168,171509495,55630
1168,171565124,55629
1168,171620772,55648
1168,171676401,55629
1168,171732030,55629
1168,171787678,55648
1168,171843308,55630
1168,171898937,55629
1168,171954585,55648
